"","Pt1","Pt2","Pt4","Pt5","Pt6","Pt7","Pt8","Pt9","Pt10","Pt12","Pt13","Pt14","Pt15","Pt16","Pt19","Pt20","Pt22","Pt23","Pt25","Pt27","Pt28","Pt29","Pt31","Pt32","Pt35","Pt37","Pt38"
"PCDHB15",0.53694824535842,-1.38684242820675,-2.97563933809884,0.877448126930306,-2.54441458220676,-2.3924247187133,-0.156246249216687,3.14010536649106,0.739812767420881,-1.19825269625265,0.438484299977758,-1.11713953406679,1.06458257884779,-1.85369515877829,-4.45702227832848,-0.177961791720779,0.764404493628765,0.951541654519349,-3.18826204408167,-0.845885732068036,-1.61076029513243,-1.48633012609085,-1.09735964149728,-0.301832510911654,-0.49781085232037,-0.934975903468777,-1.30505207222278
"ITK",1.54094257995752,-0.293448467959171,-0.102471193821332,-1.91391594453002,2.85392678215076,-1.66573094060969,-0.590357340202133,0.576966663404074,-1.68809543149376,-0.870291418937531,1.64855576234699,0.531339232948906,1.71054714981186,0.787581382671576,-0.446031025013323,3.12221463120488,1.38934068424023,1.22755246367951,0.402445647147572,1.0072971385113,0.751366843382635,1.44329641597404,2.8469337499968,1.55927231181809,0.909894354219094,0.35585685237198,3.50803663822316
"THBS4",4.09698644317373,0.37185803350467,0.75178286979081,0.783400822785953,2.37898890854705,1.36590175506173,2.21799003121601,3.04068422137604,1.89616404730336,2.27718759706114,2.39944755778681,3.45335073573801,2.63587104218012,0.0572803497220114,3.14769155067013,0.294018719850161,2.54176993170673,-1.60175033094595,3.9575646221326,2.24486727661682,-0.293547385896337,2.07640605139407,-0.543316394486932,6.72256587578326,1.30924944916496,-0.379384445277635,-1.06664774933418
"IL12B",-1.73090676780425,-1.84442389485668,-5.45710825542177,-9.96578428466209,-4.31668798388486,-3.79390710522014,-5.96761452330785,-3.12845263677764,-3.24655599726989,-4.16107897247346,-3.58612610128238,-2.62709772052804,-2.94836949534027,-3.38104977955245,-6.90155828658331,-2.08744803031895,-2.58576723660961,-3.52595447939779,-4.66500592649802,-2.87793902254516,-2.97738072149102,-2.18050875004591,-3.29211564602035,-1.35677980138422,-2.58740028054851,-4.04837618473612,-1.04154342441044
"CDH6",0.985142229040267,-1.84802350101501,-1.2812261851614,1.41160333991642,-1.6273113935812,-2.08691138796632,-1.06697472546662,-0.819383257667813,0.438105806691189,-1.18972267928751,0.0939030526892924,-0.433331722278238,-0.802909859665692,-0.019507351078512,-2.41413976606276,-2.88888692708966,1.32219653404782,0.340841021211168,-2.39303031762068,-0.748284245659252,-1.70976245875881,-0.160732963987517,-0.0756448919939777,0.523683002277924,-0.591798438675222,-2.21109657743555,-1.07730738737513
"LMNB1",4.1238522297622,2.61447703158791,4.39883319106017,5.19845817324212,3.05108075305192,3.86210088768182,3.47491874330796,3.97747016253446,5.26111557960497,4.09911826627628,4.15699652839897,5.88654454775736,2.85646187562489,3.84417080964007,2.57240279508346,3.78983746614874,4.46263165984075,4.13449234521798,4.24254478088958,4.9828173752664,4.02907151078934,4.58634609638875,3.98135875770399,4.06468851960322,5.66777277032612,2.41264860019834,5.43983016526607
"ST8SIA4",2.33177550325308,1.2993607632176,0.820259578306199,-1.1471649064007,1.42748687810141,-0.127276617899779,0.630405264694712,1.10901889098944,1.96506235128351,2.96118580723362,3.61807291682193,1.41654105808971,1.61909872341535,0.793511865983823,-1.83977323299203,2.90309454678911,2.82706442483366,2.33611474962073,-0.204967802476537,2.20958587759525,0.107345482034209,2.9178609872886,-0.621898016832358,3.81423863680833,0.770650237722943,-2.08296671922466,3.07137365299488
"NR3C1",4.45301681668748,3.8671603743737,2.58374009237479,3.51251450151381,3.50502242023316,3.19716486074665,2.73912846618748,4.33295274454575,3.70294830040671,3.87165529805906,3.92452657630394,4.37927945130187,3.50904771119625,3.72032469508365,0.692279408794815,4.09841801537493,3.63655234632415,2.87204149343773,2.55220952724476,4.03936389439672,2.55504550905912,3.68889243117239,3.90594871852849,4.88939409963817,3.03746581932533,4.04863592914816,5.00293804251603
"C9",-2.32563015889278,8.32302248857841,-9.96578428466209,-4.60529693803454,-5.13107411884277,-5.37920699215145,-3.63389671066344,-2.05257729805385,-4.62097792794203,-4.21875988609593,-5.39640585192413,-4.49660181777803,-9.96578428466209,-3.48753425847951,-9.96578428466209,-9.96578428466209,-4.59032804518845,-3.90891716534485,-5.27059209285937,-6.15168044026504,2.09718242552542,-5.01836081194774,-1.70449505268947,-4.65463319846512,-4.69182637693935,-5.78704570032501,-9.96578428466209
"DPYSL3",5.38202705753213,2.11765233140831,4.1280381507263,4.83532466082113,2.31053436385826,4.09147942152156,2.70970391226442,3.31608118900751,6.02461108215226,3.26120450039088,6.43058507850399,6.63041486262829,1.8235567724745,2.96713530903414,1.54184759348134,2.02590232084369,5.59087356980654,3.75646242747822,2.48523591303476,3.14750460411849,1.9476215150321,2.09683938486007,4.34333278746377,4.83973338195405,3.17965993681213,1.97277114518365,3.52529325010465
"PDGFRB",5.8187801289439,2.26784590665482,1.95778692892323,2.48699170136421,3.36385368628816,3.04511600066536,3.86473827691495,4.05905697215157,5.10206092915709,4.2902604661913,4.79532435199163,4.6719054198434,3.38052581075508,4.04616080516841,3.88882516962668,3.09145747621341,6.07093089656872,5.10655849246426,3.53737766656834,4.65918529438592,3.17429306059945,5.11138454669988,4.8949856473171,5.45974905065119,4.15507687611694,1.10795629754425,3.22283279202563
"STC2",2.80945263949938,-0.657556680025008,1.06227468898732,0.464655898657837,0.68687388538856,1.36028160879412,0.834936261061332,-0.395885731253238,4.06729679647657,0.736806281649473,2.58212019778418,5.6992812273114,-1.75530730340755,4.61446548252753,-0.403657185955609,-1.05098214228712,1.53779159665626,1.41993844364715,-0.807170102810551,1.19701199003526,0.815178815308621,1.80660810490342,3.78485230718407,3.29187281910736,1.55289218803505,-2.26936815203643,0.774416230176892
"DBN1",5.93251360093382,2.68188622488331,6.35640410234885,5.76672709296037,3.18843780606605,5.82841025324686,4.30450014992139,4.77100295781579,6.23163672031737,6.08336717204412,5.80329801340422,7.2121610250158,5.04584720952611,5.01921564868665,4.87072227890845,3.78444629907257,5.6881326966275,5.00516768116539,5.00581810085044,4.45905878320694,2.08078733978031,5.22581603969199,5.02702657260807,6.20122058012637,5.29718931492892,0.99827024199262,3.21633588436254
"EHHADH",2.74329150328532,5.08541840206669,3.15943277650671,3.82134183923954,2.14177913220506,2.06348987808234,2.02606374723798,2.53918616058878,2.98282067573909,2.0298936968845,2.42472109349119,1.20977179914382,2.14835159276961,2.23195640696249,0.348120879038008,2.67423757918967,1.89372537795767,0.333952502701135,-1.81552743975148,2.81584532274792,1.40327178239739,2.32293886929146,-0.717330520315093,1.15216082780247,2.74706422349295,1.02603547137499,0.399499636229918
"SMC4",4.39575695610694,2.99379691404747,3.69022940267283,4.25904795468966,3.93594488764382,5.44485310949714,3.48619700948328,4.3439319752404,6.03000975935301,5.4012024883428,4.6293918095235,6.39846042352814,4.33946889369931,4.98188153867968,2.58669513838489,3.92963612474259,4.75078264608714,4.75528195484935,2.25714337533654,5.59255614857059,3.58207254141335,5.19764098691142,5.3976249703425,7.51806261221719,6.84582345016683,4.85232547726763,6.38429912564391
"BCL6",3.97529511501877,3.83569115138592,3.13695267231896,2.93247244230301,3.33670625091486,4.12070331518809,3.54879206223021,3.31790061181815,5.63964601088987,3.05788786470491,5.21584338087631,4.37301153154027,2.19561890709441,5.22965669853868,2.56923267558202,2.88311541452717,4.12928332432682,2.99245557243522,1.85900950633639,4.16417890937551,4.41063393793698,3.1279392077168,3.40220686958442,4.50079521502068,2.67650186260902,3.60755683337209,5.14083843912403
"CD86",2.84520707237205,2.67241807493954,1.85062554480078,-0.0653523606486668,1.96231048779204,1.46790588617484,2.06231657961842,2.08279348364182,1.93050841269998,1.80458315184813,4.37518821004849,3.07628435464428,2.43111916000527,2.27778804152059,-0.048097767708818,4.12505772206328,3.68213564043401,3.64826821605346,2.26075158871473,3.69886912446716,0.939107108345618,3.84503503057191,1.46636485672278,1.98448331741254,2.16145018881125,0.93726200677061,4.49985441640026
"AMOTL2",4.88296995776215,3.14122750070435,3.79745685212596,4.71380211348132,3.15280023092314,1.16405745593289,2.15289859934092,3.15413164821108,2.73190296943163,1.76572322670001,3.56579350415848,5.28328150809049,3.92394906009329,2.05620815659501,2.56373627016047,3.59998772917376,4.7080759070633,1.86160406536664,2.97455057558365,5.28718184450359,3.42397847372919,3.99601918258533,2.74722948698732,3.29778513832437,4.79867045099101,2.42444689425787,3.08232933099732
"RBP1",1.81025869078121,4.98494588555634,2.39724904982798,0.950095082119899,-0.557182508240532,0.875893683425765,2.39416976921521,2.33366077113049,5.06097639756905,1.60533358592168,3.83398166886231,1.79346039898162,3.48206132100515,3.05361337821006,2.7710413261939,1.67382443915552,3.66237829973559,2.95609066710795,1.15013725442429,0.276838635345139,5.09466507699265,4.40479152005524,3.30295313093957,4.94861208957333,2.32890057170012,1.24633383467108,3.67443427693581
"KAT2B",5.67642305487254,3.29382308562073,3.29010853253626,5.78117351018246,2.06593288353855,3.24420057790629,3.44510470120338,4.14651586994738,3.67856789230577,3.90202691207188,5.30340209843581,2.09546414135339,3.37940073824572,3.06961257415002,2.38464691625787,4.26892433421978,2.9809772130511,3.72134624828369,1.27825918133637,3.92663579262392,2.13129034173461,3.00006310874349,0.445647583758554,0.642867143080858,3.46472646599291,2.38465746882035,3.69515233786568
"WNT5A",-1.64201161369311,-0.834118922095664,-2.28397109472513,-3.04183272971037,-0.533152263204678,-0.367488870837728,-2.0451481671416,-2.03150453940717,4.04700292934566,-1.16852542901166,1.62611306842275,1.17268395587235,-1.35597519547783,0.195725947396698,-2.85973746122007,2.00828437479996,0.515846458893509,1.19832502669532,-1.89896796875345,0.988507958084964,2.18081637979962,1.67376180193229,-0.510738365453389,3.63199119878358,-2.63278040236461,-2.59528470148276,0.197444953875197
"USP9Y",-1.99010267903163,2.68147622537798,-1.38912312714329,2.59490716208823,0.00830236685724646,-1.64604189076607,0.286780674827441,1.37369118320328,3.6526876000439,0.394235258124222,-2.41458989300913,-2.16637036674338,2.5684179609986,2.99015758017805,1.46732445011257,-2.91239781497909,2.00959689489119,1.739551228278,-0.553240895708998,2.84566777270965,2.76942130060665,1.84939758875065,2.11906478702498,0.187530624947781,-1.08932726090167,-1.36718891632922,-0.387753921876243
"HYAL1",0.540679054059206,4.48852592006996,-0.56612335829296,2.42506139545606,-1.52615908169152,-0.659355404510155,-1.05765409453311,-0.908302984709503,2.58447240953327,-0.794176576356637,1.06374957194425,-0.504154948721443,-1.36372744933015,0.439654563114597,-1.05522201718535,1.89279042498497,0.406556786844434,-0.375340358716361,-0.782940723729384,-1.29161038879395,3.28390298893177,2.46157878406209,-0.0507821243779902,-0.274311220141034,-0.959000110072104,0.734027539897506,-0.250087426991167
"CBLB",3.76673780193261,1.33818555613769,3.2859235467435,2.71968802104543,3.23938281367672,3.80859812379489,4.07104192373563,3.16812705338405,3.51063681276527,2.33151480518063,3.74558974346997,5.27654974378759,2.9645718489468,3.25899956133219,0.998914237027637,3.5404336060605,2.78820772103787,2.51481669839946,1.49754931079934,3.76996794027734,1.4355419020482,3.17029455369717,2.78301933630088,4.24426737812877,2.83295747248913,1.9944539848234,3.78520041209521
"GNB4",4.33793643994101,3.37273991346269,3.19555941581949,4.96009562903986,2.94867372671543,3.8757955132698,3.29980511195303,4.09763118030811,4.95125330229396,4.04869014600021,4.44911051291392,4.98276132475288,4.3538500577627,3.98796032260273,1.68863685729209,3.64066822507222,3.96784074130832,4.34152797845208,2.5563245280858,4.78024552153701,3.39362223145586,4.42492740166701,3.12759211391691,3.32487423844508,4.53248610169424,2.72871843869401,3.42673443822566
"GBE1",4.71059908219926,3.75328427678173,3.31692632399771,4.2509451191036,3.74228152936391,5.84858822170148,3.64275932487839,3.94603379970036,5.42979982625289,4.90740340166344,5.1736508779393,5.36635901099234,3.25707098921289,4.8491788178404,2.05912946259973,3.32776866782006,3.55275315322344,3.62016247399778,1.61155309050147,4.76266378311255,3.70947967722604,4.4139703968239,2.92631015215665,2.92211439356696,4.33177864198161,2.78062986102862,2.83537654139689
"NCBP2",6.11364373036859,5.2327890572382,6.01751834752335,6.31031312599846,5.88734979776395,5.97061939375538,5.67049072078702,5.6159060887078,6.67702898730683,5.72808386363893,6.23233923504841,6.86449394800547,6.55388406044208,6.24574530046835,4.36811433974915,6.12428955054871,5.5655296338539,5.41986572728521,4.85818842163034,5.88706250938296,4.86539030611147,6.05758997807347,5.15899598745769,4.97879289817954,6.39882834906911,4.97608461374062,5.60005352744941
"ROPN1B",4.96100492540163,4.35467234218978,4.84620199829318,5.59789962576945,3.56845723176772,3.98010947468608,4.94902511747166,4.78609855505475,3.60743484381523,5.17389941237237,4.64869036751789,-3.83282123335365,5.62231869221128,4.15309715952202,4.11913077568399,6.1056736500166,4.40919377816066,3.6547401199085,3.60982429072857,5.95613474676868,-1.62466479098054,4.83697306843273,4.55501654228008,-0.472259134079017,6.95360601758551,4.6396610254739,2.56248219002197
"PLSCR4",3.70992612268253,3.21320301123107,2.55459785093175,2.41958925800513,1.18435513144854,1.39065933127359,3.09135480551439,5.48757579558172,2.71417082501756,1.79199252227942,4.11754419139495,2.65907220043307,0.427468531118179,2.14673569290604,1.29533023203444,2.07393831166917,3.93480223356374,2.09742008121813,-0.291601947075893,4.31821116723432,1.29616076512049,2.90838350536003,-0.761465992472523,3.18938816850151,3.30997734186447,-1.09689683059626,3.27172446601
"ACVR2B",1.75997540169063,0.279199943766405,2.66408286944905,2.0158042105779,1.03258007218781,1.30591487109105,-0.481434374793507,0.892871786502946,1.3463025398593,0.63885627353435,-0.277990683147131,0.196479687966774,1.46240546020924,1.81298032578757,-0.141959765802315,-0.177215117719511,-1.18554054392921,-0.161474567820857,0.288989348882274,1.23842450296635,-2.09900994323171,1.28039454809448,0.809464900666786,0.62819714413196,-0.214921299399969,0.964052954693539,-0.59965243545091
"VIPR1",-2.20499237752543,-0.0307255673366046,-2.90736953184213,-4.84953365751553,-2.28284311802435,-3.5493885657699,-4.17877950817975,1.13989274037417,-6.08809754818802,-3.40726084879351,-2.68707356594894,-2.91992640795815,-4.01608445217472,-1.36106223712093,-1.06391563833231,-2.56783022119064,-0.977855491967473,-3.71546364316617,-0.844219171213141,-2.34596784502359,3.7413154879932,0.538396225759235,-2.8593935242179,-9.96578428466209,-1.88442250525822,-7.22968733917108,-0.579949924010901
"ADAM23",2.67523806363494,-1.32042720215703,2.92357545255767,5.68131396978229,-1.84309431780545,0.79541764598988,2.12671512742489,-0.0618210341700327,5.72497454820048,-0.102237973007986,4.11436868193362,-2.04700191403096,-0.436983300026489,0.357115076133996,2.15811873755312,0.00806740230305276,3.15543650905431,4.440609276561,2.29752075167675,-1.24969908713364,1.73242010408717,4.64950679532699,4.23679005772939,1.76916991414197,4.34336564090074,3.03200030489955,1.90478889372153
"IL1A",-3.27227383780662,-3.34745171409416,-5.61235157488234,-5.5499210339326,-5.83806940295467,-4.10466836977952,-3.57352514970672,-3.79305704207187,1.55752726111468,0.386417690884198,0.0751781101823436,1.22410304933963,-4.44231296730133,-1.51809107788531,-5.82651805332258,-3.70608820950877,-4.12022723294153,-2.77902855059776,-9.96578428466209,-3.86142300353989,2.6899151925924,-5.51445324121916,-5.27416657151217,-1.54483183890873,-2.66333354502448,-4.86971677894872,-1.16203970534524
"CCL20",-0.174466285614816,-0.0396648154339162,-1.33619174079247,-2.09955879813067,3.0283693553445,-0.0533137373633144,-0.283640907496239,-0.911541609381332,3.0116463988697,2.74368310632373,3.490780269641,3.40151079368318,-1.57098757601305,3.80926235449559,-0.181003028449443,-1.28735215630255,-1.04127320626266,3.16747609870473,-2.86237900202877,0.386857166502401,3.37502599569391,-0.671947889493522,0.342700994273582,2.31360801219777,1.69090963847628,0.910746808295233,5.368512113805
"ZAP70",2.42136729410668,0.649598704424857,0.604740442867873,-4.18506575189562,-1.58471119312881,5.84567310962963,-0.870465208259607,2.61198981428896,-0.822136725055872,-0.93869967899105,1.662937725201,0.809807143706224,1.7290644473498,-0.183587499986158,1.12898301299794,4.4778934488627,2.71049609513123,1.35145676868969,2.11254028404725,1.41104187578518,2.31550783347348,2.63064444165386,0.136680449176555,0.261304904543939,1.11246609162001,1.04153488954844,4.39449518401481
"CENPA",3.22409017448569,1.13749759706484,2.01701683365265,4.22011488556844,1.02059752624596,4.16750823476677,2.54794375613945,3.05001552542011,3.4134266618524,3.81551910923906,1.4913676684107,4.74485028646493,5.65061976985936,2.2471522911252,3.35535496729861,2.15340964812303,2.700789066088,4.43470949346209,3.29096383493028,4.38439301021282,2.40550894484345,3.9590939943039,3.48521258666097,2.80986821044513,4.4339390135132,2.07585529696371,2.6720213764681
"CYTIP",2.61659122404482,1.68954770567379,1.46275018136326,-1.54729751425154,0.254003233569866,0.492495055351669,1.37118819452291,1.38847014962716,2.2477529047594,-0.226885663718732,2.95913452014217,1.29837562378905,0.974828506172931,3.25071487999076,0.223807457116813,3.84972890478274,3.5438694153801,2.52202286908104,1.15826737217672,2.36425226067101,1.88994347852081,2.37540851265961,1.33957679847837,0.749861464993979,1.61132446955289,1.27716664103757,5.5650640056349
"ITGB6",-3.55773197541954,-5.89752888744466,-6.59772679191363,-3.21547878310418,-6.42291430987221,-9.96578428466209,-9.96578428466209,-0.120605240064391,-4.23804286914866,-1.72916114270024,-1.33837016091369,-4.71689713450746,-6.82737754250556,-7.25181896705157,-5.82661108864947,-4.04012637344955,-3.71496562646067,-5.8313269953978,-9.96578428466209,-5.69925707136646,3.60282960843613,2.98893174023064,-4.69637620585812,-6.23425606333237,-0.196379162996834,-4.66597521863331,-6.57046287441329
"FNDC4",3.67455083803211,3.654508293362,-0.546932070503891,1.0834149048915,0.377879592570619,3.83380482445841,1.13463147473709,2.70691446219085,1.85614292398381,1.53170569669746,3.70846781097361,3.2642323731383,2.60087148417063,0.689166947438062,2.95103414205749,2.3898113296168,1.68501394601476,2.44890983198753,-0.260020286764318,2.00193615145841,1.71233822845128,1.2112726794588,1.78346381126908,5.50508231035633,1.89903271587109,-2.22184432827334,0.326599356703175
"ITGA4",2.18815533007595,1.96486377449856,2.4831056429342,-1.36401589124673,1.93036370769663,0.676342557298837,1.38762094189541,1.60250059056425,5.7009064254507,1.25607023583211,3.54014506348813,3.34753003364694,2.05849056951084,1.84918593020844,0.240074913788264,3.68701160889748,4.15585897224431,2.73587346681784,-0.0083485898277917,3.21905499915212,0.297668772190852,3.84583949410054,0.731180836170639,4.38326800076742,3.41627589969629,-0.200164577653074,4.94895301786836
"IFIH1",3.76014991379177,3.30127877659861,1.26372150247705,2.50974875756,2.48930777945086,3.81572273597051,2.85659788833084,3.82606092632186,2.79184537693325,3.60825452521753,3.80005508977182,4.30710018505023,3.32660550051665,2.9974412803982,0.171627368240241,4.4312703061999,2.88789656969633,4.09557560351788,0.469216719690997,4.22199738864715,2.67687812716458,3.11090713304917,1.5642766462854,2.06164493260349,3.24530620605574,1.80744765261342,4.98781143115158
"GALNT3",1.20830909696181,2.3088361617382,1.85376139828142,1.47425945114179,0.427319896912926,-1.23975191259707,3.00747270576152,0.649132262535847,0.288199623714556,1.609778648636,0.789031060135546,-1.73715691309299,4.11711578165344,3.55070153618068,1.48926945857493,2.21631301103486,1.86709895412626,3.60738676722902,1.24782736613813,2.88972169372984,3.3488308558326,3.80353453028651,0.815912685324378,-1.1749859157201,5.00432389858572,1.20037389489341,1.79972764464371
"TACR1",-0.28494878212176,-5.53027426284791,-5.02426196650099,-4.8183455397194,-6.59764634232639,-4.58570725851363,-2.31669130242921,-0.29827974171548,-6.04378305801239,-4.00112093087366,-2.9553787837222,-3.19505681895011,-4.01322262657608,-3.38713144453121,-9.96578428466209,-0.987725541069135,-1.86152444127195,-3.43592846040681,-3.16146242580758,-2.72146563199508,-0.675857905838781,-3.89048948738228,-3.41190124920026,-0.893028228094374,-4.17009850589638,-3.19576268155868,-0.312070650715842
"CCDC88A",3.83333271096381,3.34208592078133,1.42826857583972,2.57555906477112,2.51595933431395,3.74993905237963,3.72653281781765,4.24331359284074,4.04173053011365,4.26638495843895,3.65647828513139,4.68136106451223,4.21071420232234,3.54415990694461,1.07385268196181,4.60467216161061,3.42994058530666,4.58020024897253,3.18638642817076,4.80710860451452,1.68809279512655,3.54525996553782,3.60268176923353,7.57912195600938,6.62347995195421,4.25286364602801,5.87344032731282
"ACADL",-2.5957223847531,1.71960118737831,-4.11155396460285,-4.85362592360782,-2.42998033367217,-3.88849535767691,-3.55507448933753,-2.2690506707189,-2.69131535825049,-1.91552235596652,-3.92700768197591,-1.68530202296061,-4.54937072134205,-1.55671514309109,-4.48893024625588,-2.2973257474937,-1.93689515991601,-2.69562419939428,-3.84421405645577,-1.79497851736021,-2.94121738514505,0.704296364029593,-1.68913925727064,-0.521714983747972,-2.57765734258738,-3.98070893771062,-0.735489592573989
"EFEMP1",6.88745348885465,1.70546732258684,2.53405246083834,-1.06084442487696,2.36257375004671,2.0165081724831,4.17174504350226,4.96782257856358,3.75403068393126,4.1071326870742,4.82454190816729,5.16993711667865,0.949811661347386,2.98200028232922,1.3700850897288,2.4492440274847,5.9099250835738,1.86242243840307,1.41275511821586,4.70763498101199,3.20903459246583,3.8908631929626,1.85906785524741,1.94485716696587,1.61312826414594,0.287209264428382,2.9932728809545
"FN1",8.7720035231679,7.84750673509245,9.00968771388246,5.79764963741307,8.03807233781143,10.3881906354423,7.6368088993455,9.09597655328128,10.8907238365631,9.07260536919761,11.0129120303243,8.93317226902573,10.4323971837394,9.88245968815691,9.89593170417116,8.40077288962909,9.29633311813165,9.62993406328774,5.77534260573429,11.0289782119182,5.51389337072399,9.30330972615276,10.0896457484156,11.3602506290749,9.15627622753862,6.41069952860203,7.59849643685655
"STAT1",7.31968470820769,7.3740324553934,5.818727126526,5.47810084221079,5.06342172152589,5.85995550797109,5.8382219459366,6.93108185910677,6.01568105103082,6.10818226104835,7.45591625514327,6.89621109058181,6.82514742912408,6.53322880746444,4.79247395888797,8.19968560144445,6.83052435756774,6.91720688953282,6.99661105838628,8.16325166174418,4.82693158049953,6.61665251382953,5.53147856477275,5.89192079560863,7.53543315086588,5.54709719251981,7.96043393624913
"PECR",3.81700018993278,5.16433009400355,2.55133324987745,4.4545545662246,2.84275967267542,3.63039356908424,1.34921699388232,1.15884052025775,3.58714268753301,3.23653694043888,2.61405782842661,2.00827365513944,2.66163626995068,2.75105714022107,1.73839327890143,2.47984026549922,2.50970208744069,2.22631016174136,-1.30210084277522,2.06134803231542,0.890969320297151,1.97928612408204,1.62592919577896,2.82454483656913,2.84752926117772,-0.0319743115875719,3.0251381840468
"IGFBP2",4.53174391204007,6.25114331685762,6.88694464913087,4.06157852333248,1.22569102791218,6.92836692849271,6.20235592996957,5.83131946682508,10.4914787060865,7.96159139415656,8.92793421460569,2.30649630476884,3.2855651116064,8.65175768948659,7.27451298747959,4.35893009385239,5.93167151361763,5.18515014770806,6.47031183680499,7.12129242709101,3.41571154585665,6.28937254779688,6.61801808926683,8.09114308149066,6.02943289640888,4.03402302383407,8.00115164637493
"GGCX",4.75753954023359,5.23486024777721,4.17621277929452,5.10060750490098,5.05495854261578,4.05790604697926,4.25408521215427,5.01436422928943,5.07161448283564,5.10401269902969,5.05428997983553,4.7498871241943,4.06639856055334,4.34999381729276,4.19076374291162,4.21807589216256,4.37092735195168,4.3230206160396,4.50216462711432,4.38065447635047,3.64702961346726,4.20738505026218,4.71396287299912,4.52663129487505,5.47255628989436,4.35679616510715,4.38708481722986
"GNLY",3.95548437619735,1.58329700511036,1.75897086522658,-0.0403997934333209,1.32485244053996,0.155092587841518,1.7542390210856,4.10197450826002,0.0592711880497708,-0.485780740629393,1.57759638229068,1.76099475811772,1.44626792733965,0.919070242310051,2.40681587658591,3.31098540473539,2.56943511545243,1.89175163594325,2.21872424066799,2.68480135877701,0.90634190420934,1.05234895462439,3.79448608459875,2.21752210559567,2.25427886229194,0.164591585361137,6.37461590431675
"CHST10",3.65719451660377,3.175418017975,3.72130350548913,3.23743974102191,4.08582736253779,3.81259625055148,3.01647444353949,2.54583341792187,4.81245948458685,3.4217946990592,3.4659535133945,3.97370465819956,3.35003318741264,3.19676127831838,3.13850299909498,2.52050523036129,2.78246043113028,3.37414068134503,3.13381868049453,2.52860318962927,0.119937735092473,2.84347521272299,3.62522871736398,4.02603002264683,4.27719419515717,3.60706005000135,2.02583458274703
"IL1RL1",-0.129398933430378,-2.96467748284325,-6.57874855390915,-4.94036943872056,-3.77348482392564,-3.71036387027841,-1.43609941628508,-1.88812348617705,-3.18083095455613,-1.84880081662828,-0.369081346546961,0.340215306463609,-4.83849429829064,0.180314197661493,-5.54750222864695,-4.15329022157905,-0.533606387995327,-3.13615562677018,-4.64832954720477,-1.48741380188368,-0.0271722217978258,-3.46489871314704,-0.621261924408633,-2.31404508503523,-2.62448208589818,-3.38293133383635,-3.42518788865644
"IL18R1",0.292478077425945,0.173002992774891,-2.66491878974298,-3.63019127781335,-2.62514316372429,-2.27500327499978,-1.74606145934052,0.304287987562347,-1.43291024479997,-2.17133165891429,-0.203230325197386,-0.78368802308085,-0.627916487702492,3.29231376179052,-3.96998506737798,-0.750334378502527,0.217319009560557,1.06998512389987,-2.46201897617537,-0.909528541714411,-0.119177883569845,-0.357141116409561,0.309703572423358,-0.757124211936716,-2.78396193853937,-3.12688569893323,1.33109146622065
"IL18RAP",0.0652224851050368,-0.722960856039613,-0.994507000489485,-6.67318460433306,-1.05010293603249,-4.62699914364085,-2.62977480089386,0.31447544554843,-1.18247245457934,-4.26142384664443,-1.48519094652477,-0.987479552559716,-1.47464560451266,1.37648575258616,-4.76702436391619,0.00133617210754475,-0.0184360338163574,-0.407961302641677,-3.40932955756292,-1.09894029319299,-1.39931131276346,-0.329009789918808,-1.72730782643001,-0.64090082331801,-1.29472332229162,-2.14327713635403,0.120118933877021
"DARS1",5.21537756423267,5.39068108494911,5.65808337585563,5.77609998262271,6.01871643926262,5.23602112164238,5.10390254230751,5.25979192738659,6.90422725936068,5.37640247464252,5.92827036732396,6.53925019535555,4.70593872968359,6.57344290320218,3.6210370098626,4.97088063312102,5.62470594731949,5.06942421856183,4.91216196301176,5.71037728792001,4.74408172617235,5.16818227860857,6.02533437529221,6.23582208593684,6.15138527782694,5.66981857348408,5.87459946604347
"SDC1",2.65202184475966,6.04887130881871,2.53685410877015,0.467767222199711,3.96664582697097,4.46613810282957,0.372966161020301,3.00733047696523,4.70144363500041,1.73827042000074,1.14749895051144,6.25611040822346,2.12471718015478,0.427600333868011,4.19999949498977,4.4078225333779,5.50407693274367,5.03180274925617,1.87616012790803,0.384651258385304,7.97255804418395,5.18790163230995,4.17431950794082,5.95295266431603,5.42944580253882,2.69588280900641,1.8096473446724
"SOS1",4.23435665027066,4.47458203457278,4.97316362274897,3.73124172531598,3.39276330582305,2.96752923603883,4.36071958823346,2.63576460084311,3.28813108928883,3.27869257985873,3.86728302757551,3.631694080985,2.41840164805156,2.8783505679673,0.844902052566827,3.31295220622121,3.42922247044461,3.46768732758962,2.86328726203048,5.21271508045254,2.3611177265374,4.71573344618781,2.29374420825146,3.79642494507869,3.42933904994361,1.75290720544333,4.03963635843125
"WIPF1",7.21968138018008,3.21379213059802,4.05020720306085,6.10487801273321,6.25893410647376,5.69064685724437,4.012885485224,6.25121287786429,6.08005299877338,7.25985999361344,6.91558354905328,4.84996867231809,3.73039561354667,6.53200671045054,4.22669427491035,5.36994474766218,5.65832692553554,5.28497086991164,3.31042379138827,4.48311617083468,2.53803174049391,4.39269511610278,4.33076479661212,6.72289931947535,4.84943442666241,1.97488947724978,6.9146343810676
