"","P6494","P1867","P5038","P5118","P4631","P6126","P2051","P346","P2056","P4949","P5784","P7357","P1509","P9449","P167","P9521","P1494","P7623","P9705","P4810","P3549","P6336","P9699","P8727"
"ACHE",-0.553487549047637,-1.62963928074336,-3.56422719698587,0.966747913887194,-1.19634972487331,-0.739439531615052,0.356369213716225,-0.52794068159855,-1.36269951554603,0.284833907048163,2.32767299463197,1.67044154595957,0.232095846444175,-1.33095508749707,2.70772797307597,1.42168381074038,-2.61090021244476,-0.974200083763206,-3.14701039964777,0.897650905896702,0.389555798781448,-1.04341990786123,0.225472376756782,3.40868469137546
"FTL",11.212272029583,11.3435416251695,11.480992608419,10.9392640494583,10.4576384069079,11.0159871382818,11.7615225610888,9.93017848064052,13.4614667852794,10.7522643899206,14.3261486314439,12.3931976382889,13.4183534954955,10.8650689834062,11.6492611182453,10.9966507252543,10.7852734484322,11.9300797711112,11.4651689457379,11.3233818917978,10.6428197822188,11.4634278157331,12.3320172414136,10.8761646711
"ADAMTS2",4.15773901215192,4.69618304310431,1.81055826806147,3.04686294888837,-0.405069330187608,1.79902097374263,1.90201953754789,4.07510472220949,2.91885942187771,-0.20627554518628,3.38422944154545,1.65473339820762,0.702169914279975,0.153001093145261,1.29480010976215,1.5332194524539,0.176373840587616,2.92064583122128,2.37199369644973,2.55081941844117,1.44531883542853,1.20352693990867,0.316725021578749,1.88644869664162
"TMPRSS11E",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.56284386486305,-0.522637665018567,-6.51996622411127,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.58732121446231,-2.85453382951497,-9.96578428466209,-9.96578428466209,-6.89746430304866,-7.07967706100061,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.2990418926015,-0.917316483251508,-4.87420291715196,-4.09167342584579,-4.28700247777207
"MMP2",4.40409246812182,8.18202183671591,5.74943772722462,5.87989442160681,4.52728932620572,6.3518721024861,4.72751753251854,3.4240755662775,7.367143879211,8.64351711659746,7.78339771953555,3.45499178554215,5.31070365722511,4.66818154327576,6.09041522148634,4.21186104608555,3.5991392312819,7.65261555728989,6.23362351116003,6.39965305122423,5.00709231989754,4.13978052830102,3.1880479623928,5.13847865270578
"MT3",-3.51932622394271,0.493882982242676,-1.05576523302005,-4.22678682366769,0.308582219808617,-3.72524669837125,0.011381134687534,-1.72662018061084,-2.18530357129411,4.42024658230147,-1.421495971812,-0.00946766613131837,-0.484360204306532,-9.96578428466209,2.67642764865931,-4.75966857215972,3.01628770951089,5.10466793837063,-1.69295857704244,-1.33651874668995,0.714513696617101,0.570647506462725,-4.44398914331785,0.778999108073003
"NID2",2.03421571533791,4.31540682370784,1.81311419134629,2.88726985211893,0.707992950309367,0.879258775210364,2.72387742627104,3.03809899833246,1.85498902865186,4.28305500623638,2.65418575149761,-0.128918106337386,1.51332397960549,1.71983617529125,2.11626826325231,2.6273593643581,0.430638542793256,3.05838750284297,2.60636405042012,2.32677030042065,2.25746931023002,0.876636777363577,0.854418616078406,2.15382154604461
"PTHLH",-1.2314201398215,1.96966441304696,0.92003408732783,-0.899291411403316,-1.26503941330626,2.20738375903278,1.98310852952947,-0.393389111962422,-0.538546877534167,2.10960460999609,1.2419377833104,0.535236800539553,0.685025142606653,-1.31484385037563,0.448964364918061,-1.85616776571926,-2.47345037011737,3.60392894542236,-1.0493763131873,0.518736548313917,0.0310422433585716,2.97426864937517,-2.5385133494885,0.593650168344113
"AURKA",3.92344396608369,4.77006257586789,5.53398064782106,3.16846232925508,3.06517418863643,3.86229268118217,4.10565293777585,4.66268403948724,3.15361890838294,4.73283900035441,1.74882615434324,2.8310948938708,2.81569838058694,2.75291340026934,3.64775197243763,4.05915623565999,3.75742868074314,2.9119158771532,4.12984349813156,3.43365387104941,3.77458678118316,4.0475732866248,3.59606449346271,2.42564459807388
"PIR",7.00458004168989,6.15285470838121,1.40202903657282,3.64593217628179,7.34905559999179,6.5190543402261,5.80978741809733,3.24102100046907,7.63396151546761,3.11998856639434,3.29188935778166,6.75451342162181,5.17186732418469,5.78823675591176,6.17329736399143,7.1775789980583,7.65487228181966,4.31890970693663,6.63083935641103,6.90140997999946,6.29161460804218,7.38409299026766,5.8294563667976,1.82520761974379
"TPX2",4.35062453808969,4.77805083872558,6.16518236967688,3.8457108291176,4.13139193154591,4.65261268936262,3.54675867043477,5.36302736127158,3.74592570242445,6.14158606096066,2.26644774862816,2.86556057007366,3.75909190202744,3.43155610482596,3.85194888143312,4.55658268982325,4.47737943338361,4.34872815423108,4.67344335568483,3.90574560330239,4.46141723611614,4.25856414955232,4.55186050068621,3.01179616900054
"DOCK9",2.12824060242097,3.87069021405105,4.76760713131418,3.22784579371105,3.22903565551467,4.09778775187097,3.68215750755791,3.11772163588163,3.30180271796592,3.97706922883967,3.93790930570214,2.58173446863368,2.4314518050151,2.58197784576311,3.6738616641587,4.08544165303098,3.66619985410562,3.49781671697632,2.98606865279967,3.49756127325582,3.16206659770644,2.55801777389036,3.41168384684149,4.08593447251603
"SIGLEC1",-0.729157735292257,2.7765714718851,0.859969548221026,3.74935190807235,-1.98878491247461,-0.202439109687703,0.910993551245493,-1.14647056031672,3.57117924313003,-0.775725059887281,3.76264646703815,2.8922219729538,4.4985381012194,0.142792442728609,2.09683193559608,1.11706330977396,0.674162319110356,2.63074094295015,-0.08693635363856,0.0571799039968055,1.08071223233838,1.64415623913918,2.85020534403768,4.42560029096941
"CPXM1",-0.194392208617498,4.61691048301495,3.38024459047819,4.65915392607313,0.72589817599049,4.55066060582555,1.62139784479198,5.19564681626223,4.07069844371036,7.88352917878185,4.63701895162359,3.48959431275617,2.37781507733294,1.04399535580638,2.61338313254857,2.68400629171916,1.27225615205872,6.7279204545632,3.84080561300515,2.9593491532059,6.07246385662694,0.804681399556675,0.806588028900497,1.4542969902418
"F11",-6.53469223813134,-4.32597330694531,-9.96578428466209,-9.96578428466209,-7.22021133098288,-6.65585288858118,-9.96578428466209,-9.96578428466209,-6.87249793555846,-3.1109906866684,-9.96578428466209,-9.96578428466209,-9.96578428466209,-7.56812094520475,0.645046787389387,-9.96578428466209,-2.73510091414665,-6.75881761570668,-5.11051711210618,-9.96578428466209,-9.96578428466209,-4.39216133161972,-9.96578428466209,-6.66223146378136
"CHGB",-0.639925696370499,-3.31884690550895,-1.92615783516894,-2.16140153999721,-4.91983900936825,-3.48341515139777,-5.29135188163655,-2.46549210792792,-5.1068583850461,0.609168689117196,-2.34146401878123,-0.450762593570013,-3.52967909329942,-1.55988975255397,0.414297928539194,-6.13442383157413,-2.27536718912962,3.38317895217585,-2.13223634911603,-2.91409679102935,-2.04934944076903,-2.081632085607,-1.99189179825958,-2.27627544531747
"FXYD3",5.97645299939861,1.16039747141178,-4.77738336005888,6.45922831546666,5.06255348847729,7.4132217172265,9.09739483969044,4.33032892730233,3.45983813905091,0.394799469927977,5.07846040009178,7.73035464902715,6.96833271734313,7.37114934394611,8.58136254642779,1.37049352346135,0.0238514720942884,3.59453660666118,8.18257312725516,6.9136075118231,9.40684700537102,5.64356473593864,-5.90855064961965,-1.56313457859851
"GMIP",0.736786688888779,2.01430886887487,2.45324626645921,3.55941839174183,0.358835080599906,2.78070484367712,2.69052437173288,2.39545221976133,3.07131990950051,2.10206010355133,4.44585910320699,2.5188901040376,4.10248177252984,1.74094914123487,2.92632398842768,2.91181427762836,2.35088474253188,2.39671026102255,2.49277868896639,2.32692845645613,3.92487899665969,2.62128764783518,3.26127354428479,5.31923134302196
"BIRC5",5.23642756170045,4.59148793839794,5.433957593863,3.45815886266723,3.86020799050582,4.78518957127455,4.77347947773895,4.99247841266746,3.27547942297563,5.15993590350321,2.43928004116842,3.2137874115678,3.20591794367783,4.27128373038931,4.20019044429998,4.0665800539116,4.11934787612373,3.89646561618943,5.11168238196852,4.25024156180903,4.35753792947586,4.10624780311177,4.60793389985597,2.86069071546468
"LAG3",-1.7861040540809,0.609111940369391,0.204366120271175,4.65171761756295,-2.10670924615716,0.993254080514582,2.05750572606264,-1.24504410502611,4.34027028243903,0.858331179282382,1.74146698640115,4.32429217673674,5.84890331551668,1.30206748968991,3.31472842408847,1.58560676063208,-2.39310679287854,1.06359267652752,-3.61337708508083,-0.819592400716375,1.19107619602604,4.72880213451724,4.04124298223188,3.83948599952272
"ARHGAP4",1.24334614433127,4.75600382298963,1.46972971925235,4.46618987347325,1.64152290878943,2.62293971903938,3.95574986118441,2.14998118286669,5.27075691503489,5.66242769860238,6.64613384906195,4.32889389521384,5.46843343575297,4.96490685931288,4.34439533947057,2.65853369627347,2.54352805293937,3.90553382448771,3.22023862258155,1.23170887802409,5.26144807227917,4.29131622801772,4.33590480930038,7.61636504926433
"RGS1",3.96998851403754,5.69956273696805,2.90968095301241,3.59894874034147,2.18424537728518,7.88870672451084,5.66300013052956,2.71333069642431,7.88843885074524,2.30787146657486,7.04494049127973,7.58200645795118,5.18403823781755,3.43278573908724,7.13172322866724,5.09425296313141,1.48521555992824,6.70303146541832,5.55761533456754,8.92061189194925,2.50428224098789,5.63710012405633,7.89936900827598,6.06293981895381
"LYZ",2.87168991051877,5.7629971916464,4.9659504735585,7.5949366396385,2.60556781792624,7.89564798329108,8.0035741290373,3.92709051855202,7.91676921434369,3.99554783325799,9.23904234604973,10.167532302401,11.3535664475423,3.69961825791079,9.15644718123423,5.51490179936257,2.30125400308782,6.71256826883763,3.96233616574629,4.40170554811627,5.89205338605218,8.1034084651335,9.0213992176283,8.07254531807126
"FLT3LG",2.4951655656558,2.36799162654341,3.40359495064167,3.87992137035371,0.650856447594427,2.35907974841899,3.01708632782857,0.965425990141844,2.57297453033884,2.5263242662967,4.77824012186314,2.79551761257869,3.66891334162963,0.822469113779256,2.52136487844622,1.08652563376817,-1.91131020175106,1.54733136830739,-1.05365241248385,0.515661996606355,2.17899502732013,2.9513378751139,2.42373950716532,5.94343378387025
"DLL3",0.127712510229819,4.31322408057137,1.40735819013088,-0.519159982868464,6.82395311640506,0.729765923367309,0.0947360273898642,6.53879886809232,6.62419742208891,0.333595472912453,0.62977159023994,4.9160561952183,3.53286550310632,5.8723855428132,-0.471628722039281,1.51055689540024,0.603397275784214,4.53141889211826,3.14366116431592,2.23290016291072,9.4704636547587,2.06446211912569,7.21778325567605,-2.26328603379152
"NLRC4",-1.66341039333233,-0.222180120337696,-1.88670489909391,0.611238492213533,-2.16954994948632,-1.22536936600691,0.557062026957654,-2.77207166932299,0.889294411378659,-2.3408718829622,1.61302237655532,0.401532172128283,1.85020734471447,-1.85525921494251,0.552308205726189,-1.21184219103216,-1.29102705687694,0.403605856973595,-1.39071403721054,-1.53444130046786,-1.06306248261918,-0.236916521913372,0.444296010117424,0.744626128268915
"NRCAM",2.22855705807308,-1.3875852178018,-4.63730322549405,0.895294864887505,0.562249752177273,0.864952736459871,3.63245435768942,-1.78062637967623,-0.0571965154274088,4.66581910356626,0.466924632980455,2.94486968754328,-0.301041913379151,-1.21567359046482,0.461853312652123,4.85204379574491,1.10646222961881,3.98870286234323,1.28793322194414,2.78910947918502,-1.8558700739952,3.40240839474873,-0.511016165630755,0.200667559213766
"SLC26A4",1.17364555904821,-0.214184995845536,1.19285695821695,1.27758609194591,-1.80881639077996,-0.511349262754611,1.84058408284271,-0.343961337267885,-1.69128033063149,1.74213559475462,-0.290038909550029,-2.86332560833795,2.07791632738119,1.03955955725571,-0.179535897300817,-0.29466786267084,-1.88454586588539,-0.0194525715632071,-0.705676274699376,0.416288494685977,0.879470525086959,0.994963426446656,-3.84955678350853,-2.41189392783978
"SEL1L3",5.81215933189363,3.47324141523396,1.41819534623329,4.68984146719768,1.6499786736032,2.17955563618425,3.19520111638955,3.81652803076377,5.48742524961104,1.10682400209734,5.43461488473071,3.22440460752286,4.87336536198006,1.77021590248089,4.72735415368084,3.69368766632559,-0.0353529609793445,3.940138554213,0.563460796088855,0.863676839143389,2.72112763208258,2.17895361006993,4.72112106827649,6.19113424753209
"TF",-0.974395660192831,0.677873520905289,-2.42876783672919,2.43947154688847,1.24165106526587,-0.57426786582873,7.70744196386799,1.62751345678777,4.3875486563444,3.9830391927886,4.13676559327617,-1.47762279472343,6.1377740037134,-2.9013540703382,1.69105616509326,-3.2707369940065,3.63566153583325,1.92466620809879,6.84651838865321,-1.25944368197792,3.9114519116266,5.85823717512125,-0.0102578759526963,2.77235654262148
"ESR1",-2.27262493279535,-0.109990754409412,-2.61197582418754,-0.712168405674692,-3.41337185985582,-0.925511004699178,-0.381186260755608,-4.15460099978551,-0.0980761985443132,-5.08713250190839,-0.138033522978771,-0.350084767408663,-0.56258474422884,-3.13969346485947,-1.29136953725163,-2.78631304440564,-0.226341186889638,-0.154600678608818,-0.351311842298292,-1.029714702788,-3.20491134479734,-0.799199378977748,-1.11260574751386,0.225694472209314
"ANGPT2",0.208592170627827,1.85977876601486,0.383297861729002,0.73771271670935,0.830669086241118,2.34435130634174,2.42079227810038,1.97235813051349,1.4563540865229,1.48115425140845,2.35869163534339,0.585260626890963,2.70116754063426,0.447388764104038,1.7371848671481,-0.355671145351461,0.503409800331886,0.668464095469126,2.21094052434914,1.98110006417115,2.2333174939673,1.7856677201825,0.841482076388038,0.76274000193744
"PSME1",7.74706509372572,6.27187943511078,7.38739700848238,7.90963511523263,6.2312423048766,7.34961297182452,7.16226039761138,6.14317298103991,7.92245358053967,6.85202381430345,7.38200142607649,7.77380516590039,8.0416755769142,6.9629653918069,7.7101314112999,7.02766276310979,6.37759577614939,6.81156093927813,5.48704894681993,6.63559043934385,6.88907192678114,6.97687911920761,7.56441627813782,8.17821168148442
"SEMA6A",6.16654473737498,3.04198762165136,-0.106115950345049,0.0551539973835274,3.11836969387146,2.90280873218813,2.14844932960222,3.21546582610659,3.16003113414815,3.3250409554952,1.56748217015779,2.20765550566189,0.716420286200244,4.10452956544017,2.75852278440315,3.95222172520983,3.76951787027952,4.91673936298973,6.43217105296145,3.59769801902125,3.76675415682973,2.09378325608561,5.20327947639702,1.45595973012306
"CAPN3",8.8108543624115,6.77052514968752,-0.466434658425841,1.16801296553803,8.48833826027655,7.05860872864223,8.12139882498064,7.42908029352227,5.50607189024946,-0.697712538056788,3.88571101372218,8.81421072978998,4.71201242196336,9.83727785977381,4.70286805956543,8.49198133018967,7.0952704187697,4.67500856371137,6.0350123941392,6.80762540202107,8.74028335622626,7.53331415656679,6.73179419348666,3.73205207330029
"COL9A3",1.86913309424693,3.49939945933231,-1.71220149528154,5.62692092806608,1.31007249913084,1.49677422229436,4.72034961308262,0.88779818723101,4.26251584411883,8.0739487336591,1.07010763135976,6.43816973812402,3.8012828425742,2.7369013928084,3.94994573913024,-0.761078658160266,-0.00106798953513974,5.76628507087558,3.10951267797601,4.76205110282712,7.1629250020253,2.26257146690775,1.73007037290964,3.28742944508065
"TGFB2",4.31092900392949,1.19292637604969,0.644373159042019,-0.719991545329312,-1.27225551052124,1.52280904917332,0.261687261697195,1.07005265976905,2.31686980506433,3.49421077668532,0.646494484945758,-1.00329599224242,-0.345777121110686,-1.87001806358261,0.546956178141411,-1.43788899677953,-0.0790527754388058,3.35264554528093,2.04395687279021,0.444296010117424,-1.91970254378491,-0.175662270520717,-0.988461424448699,-0.642177779276634
"CDC6",3.48255145480744,3.27957975370761,4.06468457083544,2.38754727779927,3.58936800972566,3.36622428253138,3.39218001670781,4.85055942062277,2.17718111231029,4.15813502279246,0.745727829602947,3.05354755539034,2.12009974531739,2.9794254239904,3.04143224467657,2.58141874009484,3.27057977219138,2.50713243390383,5.17005724242677,3.48516918005091,3.95086029618484,3.10735979462696,2.45178082265128,1.47714366482011
"FMO2",-5.18472363346798,0.687580323394921,-1.32720718534282,1.22856013637741,-2.61695877392797,0.290542362660254,-0.209716726594666,-1.95480309123619,1.02843477728325,-5.65076155831434,1.23812649209991,-0.355431179493276,-0.224219548871137,-2.21477589625245,-2.30968124799252,-1.0584278939824,-1.98483930811036,2.07058854345152,-0.718530819103148,-3.70002673366679,-0.257171105314954,-1.95759099515009,1.56096923763027,2.7993380976365
"PTGS1",-0.187490274225116,1.82252214016668,0.43633243617998,2.03148694989168,-0.707731823836153,4.01769034576607,1.09137487384917,-0.884782935048041,1.72837333527471,1.9963453564706,3.25084639580221,2.66654301177086,3.70958840901314,-0.477763422960769,1.97374350885189,0.359116304415116,0.0743684217815534,0.298869426221315,0.0460579422087293,1.95227019077694,-0.698405330152046,1.65391299630443,2.0017518104652,2.21918711077513
"CRAT",2.6703078360273,3.6490865655401,5.15448194725659,3.35498806427544,3.12020096046823,3.19391679396668,3.51264408242061,3.3167351568957,3.15975995238607,4.00472609358901,3.44723534190772,2.5018823952716,4.11115654089808,1.94888861029037,4.28212839836974,4.52616273406864,3.60022217043405,4.01978196311796,2.95871278045321,3.28177835639123,4.50507791475161,4.99279108597799,3.31930722422789,3.01163517848469
"SEMA4G",0.0508986669299822,-0.797001869127099,-1.23964107247351,-0.874412373027175,1.78856461101251,0.115792356376482,-0.474109532492298,2.28014271318297,-0.520390703442567,1.60735162108825,-0.523518766020724,-0.727666201967594,0.608894382821367,0.376646011622796,3.14189050912319,0.814476594960889,1.54113317607065,0.457961944452685,0.999112469606275,1.02436223594357,1.92008364633288,-0.0955521264822552,0.450474902229801,-0.0287886605187133
"SORBS1",5.73254870137378,3.43297276550168,-1.40543998536905,2.49967243442413,5.31499373371719,2.69871411109686,2.4930298554306,3.83793315307924,1.42002420260128,1.50701315372419,0.531528685881654,4.32868569701745,2.40283130244914,2.54488841408392,2.36781275348749,4.39733065515807,2.46668975944325,2.8218367258844,1.33117206023312,2.60148496907943,2.13364243124276,1.70698135883225,1.09337086917311,2.75586179375631
"IL11",-5.19193033779741,-2.64734993535881,0.466475730258141,-2.31644905752743,-2.04678989925405,-1.50935183264438,-5.42208426072126,-4.07026837740934,0.437781695635016,-0.51914344251585,-2.559689851118,-2.24108626946191,-1.18113635349461,-0.0501767435441721,3.42006463782373,-5.33231819894135,-1.7188442162004,-1.38394724925007,-3.78375946743096,3.55225409491605,-3.99542296039345,-3.26999920989313,-4.22522364932012,-3.84580567500721
"MLN",-9.96578428466209,-3.56864704607289,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.15531033235754,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.20386079185149,1.68696211574607,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"DSP",-2.05447020145795,1.10143493311363,-4.88299655295282,-1.56367609318421,-2.09333101937023,7.2276544468548,-2.51949496581618,-0.648055126777396,-1.54980173524386,0.700217747982813,-0.0529308665981016,-1.72851217102706,-1.83291445001894,1.00899595188045,4.26250081056451,-2.59207517938047,0.545750960321346,4.24945292621333,-1.64696132332862,-4.48777999190824,1.6784911274436,1.5676379251311,-1.50019339301596,2.19863558739645
"IL12RB1",0.855694751600224,0.57268597944819,-0.068754166582474,2.0881449898449,-2.97246090366079,0.825736790698887,2.8230298711136,-1.69045125174188,2.87940190584567,-2.59296274541832,3.03591945600125,3.8631653709873,3.84550008704888,0.206330647871049,2.13273475731557,-0.0139896161317869,-1.17874694888926,1.10092383991335,-2.55542621843965,-0.14228647547667,-0.0083557142757636,2.8571907788469,2.74623536193252,3.66121373333975
"PCSK5",0.0132407020084133,1.89565549550965,-0.243229460672338,-0.576103476274397,-4.09096519170855,0.137319896331829,-0.515977392168464,-2.4322598698054,-0.434872751354095,-2.48466297812597,1.04635834430637,-2.68898987987283,-1.58015911795594,-2.82993137740042,2.81353905461077,-1.82391727092804,-2.5813286042478,1.28761413444286,-1.82281952567081,-1.70306926073639,-1.63702409949328,-2.51476279663926,-1.8370269166596,0.36177958657423
"SCD",6.78395423023311,5.10197357057276,6.84175931459422,3.72595923450919,7.18929086064064,5.12845013543815,5.60974314450411,7.77733422968541,5.81837766136284,4.06430517519151,4.9208411153772,6.64689706931009,6.14887107673152,4.64587455030903,5.26904811209381,7.01726497598818,6.3833085769341,6.06833331123697,5.58130002275126,5.65854569219593,6.84520148307845,7.83582935639721,7.17319740729149,4.36857979482295
"NRP1",2.18683013397783,5.0725860470686,6.45002349122488,4.62438753304902,1.22943410910003,3.10634496907153,3.57845572177957,2.87384862563316,3.2088761721662,4.07239739783121,4.17334334174792,2.99289891989632,NA,2.17740438836591,3.18099279359339,2.25736370327956,2.17889626114512,4.73879485330829,NA,2.9015678236471,2.81631503031585,3.19850829763878,2.65562202238063,3.07641714446844
"TIMM13",5.84403407628805,5.34094674657713,6.33424110089152,4.83724694831143,5.47098905991618,5.28466218548316,6.76855487774597,7.34567136115059,5.49622904005273,6.35490346113564,5.41750825183962,5.17930004467286,5.05289404674744,6.00716185607156,5.56378352884755,6.3330730360593,5.85137176793283,5.8118229271051,6.14584861225069,6.18381201706877,5.52176373963428,5.26916034943493,6.07799919000229,5.27288914353521
"MMP11",2.98698243875074,3.20888241333043,2.71902787955481,3.89750182985166,1.33957069858762,2.85960783552864,1.13337939611934,2.25066754899616,2.9140822689611,4.26449139298987,4.30851378135207,1.91900058484287,2.73576910396357,0.575767337229921,2.50044005942036,5.02587041645545,0.565470447075301,4.29653082509808,2.85049741348631,3.4883607567659,1.86930684869662,2.16823445514788,0.0345538073695086,1.75712568275527
"GGT5",0.127091754795603,3.4299908153707,3.51410963258773,4.33194163403746,0.631365085013288,2.96714277900146,3.54170067793418,0.704925068817906,2.74808333481402,2.3324587518872,5.45298741814256,1.77493250754996,3.07116542643418,1.03648223384004,2.49505552836802,1.23456263226579,2.52417152273145,4.81959666001472,2.2885239384308,2.78374788801402,2.68372789012056,1.80409487266678,2.39617867372008,4.35030628951507
"GGT1",1.51977839257846,2.45530486041327,0.692337919644128,1.28450821083865,0.434710950899743,0.28348326857667,0.850951404062458,0.483065058165261,4.01560461145512,0.202674735059403,2.96296724206708,3.43933057986916,3.07951635743563,-0.0262594295349338,3.58078466419055,-1.55641032150706,0.652289150569032,2.15012420289591,1.1975886491117,0.298599668232614,3.11540785541406,1.5063734406838,4.33242151413581,2.54315929780952
"LGALS2",-2.67580231219537,1.10785522562114,-1.32780460233852,2.91679763225877,-4.04382436733592,3.86417623770153,2.52503400825728,-2.79291678362521,0.494917330117694,-3.40873420854869,4.78284885523327,1.79498139592722,5.97094335994851,-0.753981143263851,3.64072503152277,-0.905728792342269,-4.44711382068576,-0.707003923430002,-4.74328108920931,-2.82830125388498,1.44568962921252,1.82392051736333,3.85323718488594,6.38374748628974
"LGALS1",10.0298683296461,9.87160958575801,12.2229521420221,9.77627345529696,9.19606601070015,9.86717833452672,10.3887072453501,9.6628961983244,9.77961102585147,9.60340565881521,10.4387097371951,11.6059151313761,10.2957471274094,9.43603062927086,8.87183133036383,10.9886569969855,8.95837001082218,9.02455516628702,8.30322821801838,10.385184023551,9.08238326064949,10.6100568338473,9.86480828882214,8.00070426901125
"HPS4",5.93664264983583,3.8889477683815,2.81364576388638,3.14152434618629,6.30739027140749,5.08535241771083,4.5119423655728,5.56194316754786,4.69641676354114,3.19846743681687,3.78574931401321,5.60083170985239,4.17896157501808,7.38807757581839,3.8788037999879,5.30226786471245,6.4546677867571,3.64749872061655,5.93507544941742,5.40778100890688,6.06961410043478,4.16328134555912,5.26157594576924,3.50940448691463
"PIK3IP1",2.12490708219868,3.32482500150274,2.23304747001008,3.85021934871699,0.182501620373253,3.64820080961968,3.72010331711597,1.55758163972931,3.92101732473199,0.796473163604695,6.18081621020378,3.34117453678488,3.77470273523494,2.171536713299,3.42336302800099,1.35228395058232,1.15190426544985,4.28080788077975,2.87178846239763,1.48531346810644,4.24507727535967,3.18167824139517,3.76066805940253,5.64405815294336
"TTC28",2.13871291322472,2.1897202067525,1.62092886326148,1.10606015377116,1.68846685452192,0.422997211286196,1.38347482524237,2.95919147766328,1.90982685624892,2.76737512980253,1.37454987489275,0.688037089281557,1.31764559698437,-0.69288161471156,-0.152594719703487,1.36587167330615,2.69440552932716,2.25386223088593,3.29033150452563,0.585635601362301,1.47343366130372,1.33366416286347,0.792988582116212,0.783465036006427
"KDELR3",6.48364651260966,5.09050626135529,5.17156313293462,4.76840137449167,4.33596195960085,4.81642051042977,4.42653313811667,4.93928770757889,4.02909062048736,0.210164400046371,3.23948969653567,6.4150031221515,4.47564913620931,4.35930328790844,4.39344365919464,4.18173865968866,5.31226219067763,4.022545364569,4.37443441549832,5.59949335852569,3.10994721410693,6.75648960675997,3.86939766655845,1.46615201604462
"TIMP3",4.86908669037038,7.39404247260174,4.16810445449888,7.09109682237462,6.47068002123245,6.34337761777511,5.91767759412087,7.25140666418336,5.68022588560826,3.21382473089048,7.40110137229383,7.62685523871651,8.47541730022837,3.87740071023053,3.8835817183293,4.08249822711716,5.19290823307491,7.90691464032549,6.73039541060883,7.28810012386594,6.46996409843945,5.50449327710845,4.53280317908939,5.87163668970482
"BIK",-3.15661425490354,-1.88365653785712,-5.17585684584569,-0.840851362023062,-2.14237882803485,0.302629054486057,-2.32847835097951,-0.758904231692091,0.173843804793765,-3.71822128759073,1.69068527107836,1.78626596780589,-0.939230411695374,-1.05793521643151,2.44575848042383,-9.96578428466209,-5.32101083249989,0.168616364600184,0.000901402741532065,-0.414349017150658,1.31542131594578,-2.91018731084852,2.56351204770056,2.38034988778609
"HMOX1",4.82026577684981,6.08764104551359,6.23366760603134,4.26823225838028,3.54013889024341,4.02284715204858,4.19512708222807,3.71257377120148,6.50427556614913,6.68983028767501,6.76566734091671,5.00875578260519,5.70778704513297,2.43237686835031,6.2725364791271,3.73623684914695,5.91203424116084,7.14979791773151,6.48506449776403,4.38207926583413,4.56704036730278,4.42781398098505,5.57638910877447,4.6469172243724
"PDGFB",1.18837560283574,2.94664665369219,0.555128993800309,2.3997781287448,2.7931675902256,1.2048293391035,2.08492146090708,1.85188293728764,2.27587121334764,1.2165852372888,2.87725345387661,2.91194271356896,3.61523971640454,1.41018369137587,2.20316982709391,0.61728907801853,1.77928914138421,3.79689880320723,0.678008785823854,2.71842081241314,1.58834405893879,1.22221722630157,2.19047895920473,1.95015109832893
"RBFOX2",5.21038107112789,4.82288817302199,5.61236429506618,4.71538822906501,4.65141339623104,4.5418493314792,4.1623792433028,5.18786669935927,4.0805809222063,5.47518542698622,3.30223276452928,4.44395137197079,3.91974051061858,2.17524673378235,3.34171539442577,4.15345677775845,5.18679369414313,5.07969383945791,5.26547440323211,4.82278112566721,5.28100084076863,3.77463948872566,4.16452081585179,2.06126468448428
"MYH9",8.07698657299804,6.93295879579406,7.72163240870193,6.38188206362392,5.71394320703343,6.53734577149011,5.67426290020077,6.7982579326445,6.44442025848771,5.36570653300703,7.0945316737892,6.55895330235029,6.98653608475628,4.33000616951202,6.04146203372573,6.58101524209344,6.50142640607357,6.82704412995273,6.10885477521628,6.46871689369697,6.13117994378679,5.58272157829373,6.20526738223451,7.28806320032532
"GRAP2",-0.165890740491174,2.70986407023266,-0.860148107208744,1.89314860618374,0.86952401233492,0.512196540286843,1.40364948147685,3.96095646017369,1.92936304832239,-1.65180838025473,2.84045920539609,1.97100822052897,3.21654643728684,2.80651791617871,0.571084564640652,-1.32586842167814,-0.155816844722639,1.23517560603474,1.37082826972992,1.37218319839669,2.50463310331708,1.8726830055062,1.82767678006591,3.94118144935643
"PVALB",-2.78070073275231,-2.36948269602734,-2.59669300634532,-0.747160508615703,-9.96578428466209,-4.90702188683108,-1.74169093710315,-3.88909693287032,-2.59826469337615,-0.651300735362551,0.573694443501811,-1.63331353812693,0.756767124062625,-9.96578428466209,-2.47964916507398,-9.96578428466209,-3.97555095218255,-2.77641434515656,-1.25012424553634,-9.96578428466209,-4.21076587722108,-1.56042579523355,-0.152217910699041,1.3811726047168
