"","P6494","P1867","P5038","P5118","P4631","P6126","P2051","P346","P2056","P4949","P5784","P7357","P1509","P9449","P167","P9521","P1494","P7623","P9705","P4810","P3549","P6336","P9699","P8727"
"PAPSS2",-0.29500589843426,3.12988140517341,1.93092274743714,2.18615822559028,-0.164763087006956,0.864065275182604,1.99088952933103,0.356650918565672,2.34097237477108,0.0769831536776648,3.07582353677923,0.397332024386476,2.24604014549429,0.200567127080422,2.82164083340683,0.239495806659916,1.91250424689364,6.18960715009607,1.38701506096737,1.83799973793327,1.7749029975577,0.632398517554169,0.93750259024323,2.49445401348107
"ECI2",5.71918070187813,4.50846034583577,6.77512957666526,5.61293335262181,5.04823182547024,5.0625793909626,5.01150458409185,5.9080779258083,4.74891200477489,5.30822979988149,4.26836701832442,4.82922547449291,5.57125510282047,4.58310383408245,4.71158851359682,5.57735933529206,4.28648198636366,5.54759789151252,6.10769205345866,5.19210734841821,5.10621429609097,4.50446149653458,5.24882701908661,4.38897474480597
"SLC5A3",1.91729807791605,1.7871022618757,2.34315195221274,2.4808079696587,0.420229062720507,1.31787709583409,2.34525158763205,1.87788164293429,1.33528315355643,1.21086885165226,-0.539255339652328,2.18538133770316,3.14047274583241,1.48081830763094,1.80982188115992,2.09405023064685,2.05095437320516,0.927600680407551,2.17170963304308,2.396282814495,NA,1.71573525831764,2.68327424986007,-0.357795660317371
"EGFL6",-5.59777030054598,0.435425909162416,0.979037566346894,1.56752111047759,-3.84043694459869,-1.66408690376571,-2.24289480391243,-1.29438121377499,1.45924799121919,1.24402240050455,-0.189709914263759,-0.0960100194380662,-0.183872190275446,0.224435478998073,2.45968603514662,-2.17727474601162,-3.05981971550341,-3.31779205187779,0.351334333075029,1.1503972017691,-1.38096831509718,-0.552118279145174,-0.269560894254616,-1.71691268442
"ALPK2",-4.32583153281054,-1.24626882700881,-0.460472898796303,-0.0350011245213101,-5.69825597724126,-4.40364873069855,-2.15109928771565,-3.82244189020757,-2.40588719104071,1.15924811935136,0.449154589514432,-4.59445194992454,-1.46274170939792,-3.83231323179801,-0.269400907436709,-3.65721043746907,-6.13880877199935,-3.94978502423733,-4.60431417853738,-0.896742745569402,-4.36294737285855,-3.94582889798285,-1.73824053796878,0.674279851379448
"CD247",-3.03030096360101,1.19519009026585,0.00891709473605305,3.30243311659981,-3.28314076438179,2.02128782910115,1.97891313708804,-1.4445882487941,3.03351991214782,-1.43962546390475,4.81221581966218,2.95655295824087,4.35416297195402,0.262252734298154,2.77798984220171,0.949833712699851,-2.000894748326,1.57421294622346,-2.50355196750495,-1.29338015895014,2.14134449999991,2.92092969898627,3.33629767190304,5.74467509868315
"DENND4B",3.50303064564116,4.08838756694028,3.34881312027132,3.76652095801875,4.70083363108198,1.97662392063255,2.9648144676996,4.39835037034596,3.20516414119052,4.02063553940722,4.42096066105387,3.48704894681993,3.98867559890077,4.03851519759939,3.45868384654024,3.4555836766275,4.19055165203227,3.54234473270167,4.60720601466851,4.2199042041501,4.17372709890289,3.51533399381493,3.98668397472059,5.54741898090446
"CES1",-2.55973238101878,0.107272741880022,-0.764138172397707,-3.09686298194835,-3.01779091723444,0.70365002432498,-0.425968266254752,-1.94671068419124,3.24116442923657,-2.76817440628261,5.45591240011036,-2.12685772224619,-0.646968100548528,-2.84055681371158,0.684145472374531,-2.60267454792172,-2.55117514906189,1.17692908782157,-0.492198257320124,0.953555797779925,-1.20924130504401,-1.49246817618906,-0.435251144241031,2.24494488751259
"CD3E",-1.5085142285262,2.49412883505671,1.75690372835828,5.17810509127178,-1.02483061065974,3.67600782620062,4.34765148437438,-0.400857435350568,5.40817176815852,-0.373043221408322,7.02015768782274,4.67392948653781,6.01203449141899,1.94977769622238,4.2515373243002,3.07340381346699,-0.862297135798529,3.31142609605026,-2.17724211995092,-0.194796709423252,3.98082962075067,4.98497662964181,5.40499846326669,7.80770267269742
"GRK5",2.84873810107701,3.17114916971464,2.76706361704525,3.25855661217727,1.40259667219634,2.42319089051334,2.65674347241122,3.6964501490843,3.03064506808518,0.967463757910271,3.81129633465633,2.51851751432778,3.64977638817966,3.49063430584449,3.77043793282784,2.60978568765707,2.60105464774991,4.02354812047889,2.35641710742151,2.25812390083335,3.38263958814536,2.02223285924208,3.14871451190695,4.03710103600777
"SFMBT2",-0.0258495823762972,2.06727730954242,-1.71183282540049,1.60450786269511,-0.456535791873107,-1.14850959265828,0.186424490874305,2.02126650549107,1.78227435449508,-2.52003275541336,1.50650039043362,1.07998902561574,1.87753224653012,0.919126475294788,0.107071830875642,1.74263145885993,-0.379021417472128,1.07201659422416,0.0301665473286394,-0.348967142933,1.64609812622405,1.00725292095968,1.40077835872201,1.96661134659379
"PRC1",4.8061590506657,5.3196793456928,5.68848252062772,4.01623778118445,5.03167749645076,5.11910297761418,5.11209540839529,5.42820270305547,3.28087913055028,5.47001943241361,2.8407754063496,3.45930045858076,3.56961260764974,4.95853647595825,5.02141309894576,4.77832949693516,5.23484233385414,4.83276345641731,4.6307432723404,4.93370481630644,3.99053741653817,4.35204519190917,4.81541660070863,2.90817690597582
"L1CAM",0.504996588048986,0.937397126775382,2.76214467633264,3.9256576871557,5.8793528901036,5.08954899680778,0.229600227123498,-0.388761507786467,2.34903967191774,-0.833140614023318,0.191082514670595,6.19915798635245,5.27408643959112,-0.503067310849006,1.1444249457893,4.43953670623297,4.64492338928984,3.84686434726611,2.87998212568181,5.92145537364578,3.4791529392272,2.07790949313813,5.35489288539432,0.972155908371575
"TGM2",1.91934008244201,4.92572888787301,6.33186104150174,5.58814793860751,1.5895477855556,0.396280074044596,4.66423250878245,2.57969909667161,5.50159200540916,5.55966005663304,5.18664317202953,4.95669791424183,8.32909668008823,3.37705432036358,5.39521364377443,4.33161923687844,3.53115685050742,5.62438460845475,2.98724627321067,3.47486431019149,2.85360648607282,4.56358526113049,4.35406421134056,4.49591257368566
"GP1BB",-1.78411021699246,-9.95965017890349,-1.86998642241098,-4.61867498100824,-6.54495563417969,-2.21288185322893,-0.0575463002599568,-9.91315902710744,-0.209538216626216,1.61149346792027,0.867509058245427,-1.47953651424388,-2.99102555418601,-9.75772156724161,-1.52240555855229,-9.96578428465454,-0.547963408172245,-0.847460900661484,-9.96578307258236,-0.610750395757376,1.16733865741782,1.33951939191986,-1.70569745099356,0.112152972387069
"CR1",-4.16230407539603,0.256479318866258,-0.631562405361268,1.12593538110676,-4.56711240866447,-3.10776597893833,-0.111494030030569,-3.24230763477195,0.976348970397325,-4.91302062745252,2.15398039406946,-0.300578073723627,2.19312514500396,-2.72340090515914,-0.210138898790257,-3.27764589803095,-2.3573668105291,1.30096126979605,0.561506996667959,-0.61797470261801,-1.91065371979011,-2.83147092007614,1.15871833433263,3.23677271128826
"FCGR3A",3.1664021308437,5.18081223285153,4.53883610774147,6.93080828803334,2.40883411814072,3.71427849317591,5.38875782225948,2.26700236671755,7.08394729626854,3.52290945946296,5.50338054026315,7.88816483748365,8.3339424667982,4.1333991254172,4.84179201613293,5.14514755462795,3.7111644806363,6.32805014774011,5.03683737435463,4.09142903898041,3.73331095063681,6.03354634118452,6.71432795502741,2.50608395347709
"SOX18",0.112059534021316,2.60107604797582,1.61265445401149,2.91498540759738,0.386855081783065,2.39178146507955,2.2954732491953,1.74167838640961,2.56426108966076,0.538438835250758,4.1067670624451,1.16309935963262,1.64214240471796,1.69572216902688,2.14053000663983,0.686980038536815,1.31987801202574,2.3130194150784,-0.209698374083919,1.6564963705535,2.54677348445073,1.59281340620105,1.38710331775172,3.89570008335669
"LIME1",0.963562902476553,1.89155139542796,2.07931325025628,3.79661851807621,1.15873772014034,2.1229443373255,2.89546355817422,1.77136586122529,5.38600730981617,3.57100930294732,5.37209541750117,3.1937417854837,3.96302089857997,1.32677892756057,3.05194976018745,0.84217431759439,2.01968768310192,2.33605482401083,0.381360904894764,-0.189216365714398,2.795158078467,3.05781934694537,4.10659957985368,6.17100661716776
"INPP5B",3.07930300880092,3.24008683884738,2.06929315031876,2.690247225233,2.17963206597192,2.17899184142002,1.69053331105619,2.82101420698962,2.25458799651988,2.39097853029179,2.94782509694331,2.14628700770072,2.69043944539871,2.41609388654168,1.92115065804719,3.81431456917369,3.23633800829422,2.79110557041253,2.78374998300717,2.0886538458781,3.09271486352265,2.58025886904281,2.83360258013401,3.65658789469493
"MAFB",3.5438546566178,3.72956364636504,3.15482620836995,4.14724156435102,0.27794905131076,3.53170583547282,4.02282052628077,0.950416155168525,4.73653452462852,2.47924867240056,5.59728385090202,4.42098760050275,5.37830699574395,0.703224758954095,3.35277264688852,2.37269862922093,1.76756581870679,3.62031661298271,2.67977733443784,1.72819045825431,3.98574632327612,4.11071401817367,3.53030800808219,3.66189778306258
"GIGYF2",3.39289438541028,3.89828575861674,3.3738569798816,4.17038178255207,4.07815721376686,4.47230579845004,3.1397903493119,4.54343401696032,4.04081354480026,3.77810341986603,3.29310999861121,3.32693995803697,4.21763399394859,3.88677448407982,3.58019373428679,4.17105467016184,4.59843667127352,4.49575271579951,4.53776818975848,4.42246849604394,4.61262968662353,3.31586036173716,4.00594785628905,3.45563627741836
"RXRB",3.86871639320193,3.52633177898344,4.03440061923445,5.0881034253405,4.80567939272007,3.71074583234848,4.55476687540059,4.7982683027556,3.9979697822671,4.95571266993533,4.06329584202958,4.13304560126997,4.54230139188533,4.38882324678002,4.03669673510116,3.78805922364955,4.36853090636029,3.71455325978352,5.47644973761517,4.4614303334275,4.36283454923321,3.84801694384693,4.82907321759165,4.75761002233592
"COL5A2",2.14144260069903,6.67987414774662,3.31182713326388,4.37175399657008,1.71515097115631,3.6133784173658,3.20639942042665,2.78266436898464,4.78352999211337,1.89226278065434,5.03229042694085,3.90494645693941,3.07409264048385,2.13568917800139,3.6785452117753,3.77050136379414,1.60644696603858,6.95262477870811,4.64227412888209,5.69359567824631,2.85928181892245,4.43678815074893,1.97800887280478,2.30528766852815
"TAP2",5.69904351274135,3.87667409967787,5.41603914827095,6.04066890954417,3.30422481075774,4.7555125346006,6.34803230650575,4.3914034264568,6.41854585429171,4.05230285310541,4.40365629768633,5.91356443136779,6.79639009733101,4.81497076376116,5.62724203294883,4.46391666759031,4.02647253924639,4.02490472447263,3.27020448639246,5.31064913257268,4.47139558893221,6.39361698032313,7.03879830253005,6.22770064962711
"HLA-DRA",5.82884226395381,9.05142376546306,7.91857109175885,10.0129471190178,4.83386160779748,9.25237923012933,10.1005716749927,5.41980178861779,10.5787981717547,5.85769491516232,11.2953447863037,11.664781030284,12.0541738870418,6.908308548686,9.83758536121421,8.32156286647897,5.33669756757599,9.03227995639402,5.70049797964901,7.16095043219774,7.73112213214843,11.2168798165154,10.5310704677304,11.0998284095033
"COL15A1",2.60740133698799,5.91875115578555,3.15836126579146,5.86601281425314,1.27351588970212,4.51905748633073,5.10783849086406,4.09131055011443,2.47376094027275,1.24380920079198,4.67030783602731,3.68626519462463,5.94613429187974,3.55108529810223,3.68277553014106,2.56300921510756,0.901363154556321,5.3815152650171,2.71191994348803,4.46675109122227,7.75726998814911,4.84318994244513,2.95509701548602,3.56598704075077
"NOTCH4",2.36797206338306,2.78146463298515,0.780049676435286,4.24679569295546,1.70477460138302,0.975079854387487,3.0236279560357,2.29544973870087,2.17817920716968,3.4655957889636,2.73205424472406,2.30662680522669,1.51290950792398,1.74580956297122,1.77225307041387,1.17720982116758,1.67071799160463,2.46864847791291,1.40952671281098,0.870226608832204,3.14201145324581,2.85697573326033,1.98368863798178,2.88964875800904
"AGER",1.0496028892902,1.72791174392534,-1.58762384086045,1.95985174491178,0.214099931085984,-2.73978641437827,1.46160189722601,0.913806622547363,3.9108381743041,2.91028558739308,2.80421880666708,0.277841958044175,1.34279365783811,0.865245795709961,2.12094906863,-0.749775722888684,2.00682580829669,1.23971575389993,0.948227043879167,-1.16798011736172,0.713361493112188,0.529970829136579,0.369661900802956,4.45937915604558
"HSPA1A",7.27575204882853,4.83461009822691,7.38326364167014,6.72529126648203,6.92314918047231,5.8682817899726,6.26486854290259,8.41735043715133,6.88064879630477,8.11244471976235,5.48966816415181,6.07406009138683,7.26407660189253,5.89079200316497,5.76962629895083,5.86435702888163,5.41899272132874,6.10600695409345,7.20876109586243,7.95364937876892,6.70484430516052,5.88403616664791,6.12474582739521,4.72045906446142
"AIF1",2.66748116536236,5.82141685082195,4.91253011432308,6.74589613076571,2.24887482520842,4.8013604536964,5.69089474854353,2.60087867830052,7.13095145608141,3.09335227518267,7.54980006687879,7.43911611069814,8.20939975096566,3.87093675188789,5.97462108405866,4.64130324747585,4.31952400568417,6.46946762520698,4.51796852444028,3.5385381636298,5.24248437233848,6.22109212187584,6.64879616653973,6.91006103848865
"LST1",1.4440043985831,4.26843439357638,2.50949570002993,5.11912373333747,0.781326137685733,3.92321575023034,4.83625743165048,2.27771700585148,6.26391140300307,1.77036815554362,6.70895970441307,6.48399952783532,6.76361075462277,2.91639638632228,4.85961678006785,2.78023449732239,2.44323001647919,4.49014650120622,5.12018187946655,2.60782740300863,3.35312564816774,4.90264282490119,5.30577722482759,6.23663802859034
"HLA-C",8.33400953073427,7.94225643924403,8.77342936534151,11.9982558069744,7.66845246539657,9.0606283882038,12.2095876981655,6.81739302184732,11.1720655393113,6.69253878837796,9.773175479739,11.0004585181796,11.969552367773,8.42642830678753,10.9840630819524,9.0503030628882,8.42146316731522,9.42441616631822,6.37078677935736,9.1783013307061,8.87905937350639,10.7541283847785,10.4155210169485,10.6828989273722
"PRR3",3.2636759618967,2.60315511127825,2.535035192624,3.81566764363818,3.88633553169398,2.45952080066514,2.61703042137631,4.69327506788559,2.81595039886856,5.10476856489383,2.63273352595054,3.20149115275437,3.43020497231777,3.86992074510971,3.0327514965088,3.27393953524182,2.98666395358192,3.05646040851214,4.85458417862117,3.74420416045126,3.70876110918378,2.06994271030341,3.99994589792155,3.13822960680585
"HLA-E",6.52161457217736,7.31612763606728,7.28453264060502,9.88314729318399,6.12047636246999,8.64890040062883,10.0676239289173,6.27101847861788,9.75928402178839,5.32295204490714,9.17048093303022,9.78857315878544,10.025819213357,7.69192493495221,8.81205212743302,8.00694875074162,6.92535860576482,8.03957162001955,6.31411461797967,8.23634910709506,7.03038022381063,9.2868303347601,9.80406162814224,9.74900455654891
"HLA-G",5.69553733274711,4.53262865751717,5.35459320716919,1.67494869890157,-0.855240945364891,5.09702078900647,8.66235506040351,2.11598207233979,7.42998412245384,3.50317061367325,6.64534140091434,7.55773172886312,8.00083944932884,4.62039286520831,4.20974187578707,6.14481117059637,2.85514256274206,5.46923153701603,4.76404885418628,6.26472970315813,-0.104402664622728,6.9521355083979,7.77713035841525,6.80557621963502
"HLA-F",5.69413358599437,5.88407769510805,6.00335936856975,7.44228833039342,3.38050781933945,6.86144675923007,9.59840428870361,4.00345831977241,8.21777840975862,4.37295906070893,7.99760291048844,8.3978457356307,9.37284982795784,5.82543712059899,8.39185362482981,6.878615001984,4.89388152633473,6.49475320249937,4.80813273716978,7.34708980970276,5.75221604447684,9.02561853504861,8.7875206189745,9.2256171668208
"TRIM27",4.66517102832953,4.02347715183043,4.52196783853269,5.46174790683079,5.19824268160761,4.30960549712039,4.81736232098247,5.72215449986465,4.76595900604575,5.33029665477241,4.46287031226445,4.83382113779058,5.0573246266041,5.58473104982689,4.84278780028577,4.78662772448558,5.01353818912638,4.3728058714096,5.85423009101333,5.15574518561482,5.05964081159671,4.35577040820991,5.42554322678464,4.66235933333998
"KRT81",-9.96578428466209,-4.88712748800088,-4.04776783591507,-3.57348918947935,-6.01824903290121,-2.78381709181634,-4.01576853343003,-2.97848616000666,-3.38617267204641,-4.13988674584366,-4.01509659006577,-1.59759215101872,-5.06203737788313,-6.65251811336916,-3.08091777585444,-5.47869030498773,-1.83202042135225,-5.76682659434646,-7.04406995335079,-4.45723203218201,-9.96578428466209,-3.725000583304,-9.96578428466209,-3.21582102649282
"ACOT6",-9.96527701695992,-5.04548145545322,-9.96560020707617,-9.96528769640057,-9.96564822704617,-9.96578428466209,-9.96560928338377,-5.31690473024862,-9.9657394022519,-3.60769225018042,-4.8683420370213,-9.9649356395665,-9.9656572064268,-5.64811119524555,-9.96578428466209,-9.96577821104417,-3.45491095464218,-9.96564791617474,-4.07574380235303,-9.96354397592765,-3.44255795105262,-4.62941876550696,-9.96572772491171,-9.96559161694888
"DENND1C",-1.01177995856618,1.51142249574617,-0.900901433077233,2.70305639010798,0.99660567676017,2.19412488453216,1.44089905911212,2.20768986078632,2.96956680018746,-1.39357293327525,4.69829072231513,1.85348472693833,3.18483250761549,-0.171870524559222,3.5713248902129,0.00804220819032804,-0.277756080224913,1.22439225874781,-0.48256706789996,-2.10665953662004,1.3722333565105,1.8046979179883,2.76284840980136,5.83661848192743
"SERPINB5",-5.82209700148219,-5.75938330126091,-9.96578428466209,-9.96578428466209,-4.33223973245219,6.7983616304013,-9.96578428466209,-6.84344784738468,-3.69661271197327,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.67765646876083,4.28547620132635,-4.6800565713322,-6.0207384880276,-5.82108525950795,-2.56816098647587,-9.96578428466209,-5.30184198730324,-9.96578428466209,-9.96578428466209,-9.96578428466209
"RAB12",4.90424322720366,4.19507982439379,5.21311005361174,3.67234613301055,4.66750046720256,4.46515822966425,4.633198686374,3.65931950403348,3.66985448979373,4.30502932596945,3.88184078570617,3.47394272984657,4.40379943064667,3.34804824570544,3.85666704699559,4.97890947724149,4.19952316049322,3.96694720511653,4.08078555617283,3.8647012124734,3.44160299097416,4.01504255201653,3.90370353086217,4.11707162384512
"HLA-A",9.61858922724979,8.71787859181598,9.35980226054848,11.3806509948067,6.34996851562898,9.65871133997392,12.5907814077012,8.02262303649736,11.6007636140347,8.04123202878407,10.5256685945724,11.3172322656128,11.8653122300781,9.26242845939318,11.1293931470503,9.72981105119448,8.41026477490863,9.7154043606369,8.39957273617032,10.5325517132882,9.0172259960447,11.2143865178584,12.1018414376183,10.8083214936997
"DIO1",-9.96578428466209,-3.48746604557848,-9.96578428466209,-3.39672161716046,-9.96578428466209,-4.87063203967173,-4.80639325358899,-9.96578428466209,-3.17691589991794,-4.8594024612487,-3.5908613165312,-4.03845905028499,-3.38302507827301,-6.72591275508616,-6.54030886649036,-4.85946109359874,-4.20450965068366,-3.70108272632418,-6.46007116281288,-4.33826790961589,-9.96578428466209,-6.06632826483391,-4.05303862646178,-6.13161918799358
"CRIP1",1.80525117618209,7.21949768848731,6.42887434217567,6.12756725098191,1.8498031516665,6.77666989793167,6.14263399160366,3.75366871167828,6.36103840686572,3.61616946618673,8.2897146043989,6.5518220579939,6.8011845291587,3.60569581350382,7.19563303785176,3.49679467060881,2.3132197262887,4.99699426201396,2.26894035603089,3.6004243876649,6.44881342234854,5.66875736923289,5.8881465680823,8.21351740083521
"MAGEA12",-2.09407614153819,2.07893085327243,-3.96598717791848,-6.24252062665279,2.97867888818956,-1.15578791473595,1.80913863879363,6.01709568401679,3.40096138586229,5.61211360264908,0.113273760999703,-9.96578428466209,3.99871903964093,0.858736968221633,4.8879443712587,-4.74040908541812,5.24205748648315,4.06107627754258,2.75036210488633,4.90905301675914,4.93528529374,4.88459792099006,4.27384407668226,-4.21519385749826
"PTPRCAP",-0.0423037717367832,3.03701139645205,2.17279471155946,5.35244780940933,-0.79535593058224,3.69106510112206,4.51856661104381,0.388795699975099,6.23316522814883,1.76782426787702,7.46916151722796,4.91198871769175,5.88524000692053,1.89734499296933,4.43197723890306,2.38036097126619,0.78886942852986,3.37680434913742,-0.899821604726633,-0.379993599154787,4.17430254330418,4.69427290763,5.87858802882357,8.53083157194774
"GPSM3",2.29315268026356,4.20258227816425,3.54603012698895,5.76358154325447,1.99034861965114,4.48553631326433,4.99589149141913,5.89560557487191,5.6789282510906,3.56023805272286,6.58145369054779,5.68925162910234,6.03867760567106,5.4007428433034,4.8709909845586,2.8567686220252,3.45468916963012,4.2411232330715,2.42876683394037,5.83330504566606,5.38907802979401,4.08880307627556,5.94495446614566,7.38701781907361
"LAT",1.36764503985337,2.13033456441147,0.835835165938125,3.83504485353628,1.13859824499614,2.47507969338894,2.56034078334467,4.17917661199782,3.82660949865453,3.28333064986584,5.60098331137083,3.16229867102143,4.30974372218789,1.28196525377777,3.55011262964724,1.58298946895292,1.85350468815642,1.86335570590305,0.555992800782435,-0.763719247565798,2.94731829726284,2.61548692355504,4.19740936728134,6.58965713822737
"S1PR3",0.39961955868142,2.77200597410263,0.53498789779872,2.64093090296819,0.543634454681958,0.858124262555713,2.08871489654281,0.913354754785476,0.498945236774691,2.86065099111465,2.72377696962344,0.507860590464571,1.82599723434908,-0.211578216063518,1.37011963164689,0.866322475206361,1.56383659896732,4.77241883353517,2.32334412625985,-0.00581277118361962,0.863621339742205,3.13107414406872,0.863557909240716,2.62743874736213
"ZNF134",2.39358094497138,1.62587362960303,2.72648466708789,3.40109795815223,2.54071174205927,2.29657487394089,2.04936590084451,2.73622385827273,1.98027029988508,2.410004545072,2.07024848650099,2.04180368765709,2.63997300416209,2.20274054822213,2.27915330309534,2.64802359315873,2.49496339767207,1.96065626892618,2.23286333378562,2.09544175355778,2.18361990001947,2.63973690242352,2.22697393966898,2.38538409706972
"KCTD11",0.124341370675808,2.17416669518473,1.82647730410551,2.56041171212405,1.38122798967336,3.09247132159157,1.20940345531557,-0.416737032895534,1.47757371917423,1.28338843943231,2.76388106449681,2.28327285798441,2.11013268775087,-0.319191375030455,3.03059739970371,0.517517592097098,1.65493498983224,1.47853181300034,0.678874181116799,2.43447344233966,2.38283322920382,2.62885989773993,0.465117732392967,2.33603482295069
"UBD",-0.147494510224712,3.10349428264291,2.0360812771161,5.29056447886063,1.45097102740195,5.10927279139313,6.81777672754412,1.24352894753147,8.18190757899043,0.0665370023957913,6.09418538880192,8.19780151735255,8.59186264408413,4.54200416263595,6.84461162137031,4.67149153126781,0.697070979403087,4.10461342940658,5.12833052386067,1.42715559542625,4.19877700728981,6.94205699291193,7.58936651149962,7.18655998201821
"LTB4R",0.594443448732399,1.6961719126152,1.00555089688999,2.03089397738021,0.440293137072139,2.7055842852063,0.518998338415786,0.848878284241955,1.92087635896996,3.46033629817947,2.76162994692973,1.50542350210111,1.6552006812147,0.811487471405283,1.15564562428687,0.560871441720437,2.61831854203411,2.05578219395017,0.600498130425434,-0.250530950056478,0.300287757725254,2.01348727225918,1.45279045154168,3.07748741589399
"ITGA1",2.13293212631855,2.99520771195881,1.15291675138285,3.36642013931299,1.66732901240463,1.58257527093268,2.27645497725565,2.6040570864765,2.05653844344188,1.07583380296451,2.20836742649091,1.30655389949654,1.96774040656035,1.12935556207162,2.7771272014723,0.867825315633541,1.4159749464181,4.81671745185744,2.35854254966865,2.14853718680801,1.67216280416381,1.7106003787195,2.0710315277281,1.71465875625677
"TAX1BP3",5.27105584097314,5.57649492841126,6.28056664449501,5.76291483216383,4.49782948797517,6.11877499754882,5.29491109650917,4.32631442648105,5.64135527554645,5.66516818525296,5.99196167346563,6.26698887853702,5.67282132155664,5.01223343589474,6.49115402138693,5.64637869954344,5.24924432067487,5.69152020688882,6.20023753502644,6.41944956300398,5.64771456303527,5.12754661637967,4.80362485951037,4.88303912481266
"COL28A1",-3.78317739150021,0.676962406781872,-4.46672930686474,-4.52890620725505,-2.40682027132997,0.385287450829054,-2.75680864715468,-4.38799596066666,0.0787191256354655,-3.24217111805227,-3.03300260735781,-2.37699470582946,-6.57974040483056,-4.05171732800905,-1.0363927103212,-4.9965831309599,-2.12291227658329,-2.26846221189036,-3.78189685673561,-3.36980628844649,-2.04174973995031,-3.88011956747551,-7.53283556405549,-1.71548112884879
"UBE2QL1",-5.50510068781486,-1.27320713911593,-2.81221198696756,-0.331951695310542,-5.47513072675477,-1.22870598434834,-3.54698041100499,-4.83598611147494,-2.10894794992333,-3.7046992091835,-1.84670310087874,-1.91524993757634,-2.45355739814813,-5.4874013228709,-3.55140009091899,-3.88252623186049,-4.17259067766464,-0.923985524130914,-2.25283777717507,-1.31288913183572,-4.40991292548926,-3.81505402923076,-2.54839586913681,-2.24643653747311
"IFI30",5.73348992588162,6.56007905043341,6.20958203269212,7.6321227752009,4.40276992031282,6.35774200559929,8.12396100347402,4.98780289659802,9.51147396931717,4.96660580980922,9.37197915184347,8.91600183843472,10.3974617956681,5.57615930226259,7.73639516602674,6.55397480823747,4.49307085804826,7.77085546877662,6.47007639164081,6.01718256000988,6.96510317184751,8.39866674615077,8.76491802155347,7.7577300152697
"TAFA5",-2.22972742366844,1.09806915026933,-2.34779530270244,1.05377169628696,-1.39838714799672,2.06233588923826,2.9272384650969,1.09221420494351,1.71745599258123,-0.123903915193971,-0.111169875474377,4.50350139323239,-2.12326422240321,2.46499754024933,1.95024070045557,-5.23874604920702,-3.11579753127517,-0.138106552019057,2.82369230344394,-0.213626123020573,5.50277612351447,1.90151376293552,-1.15946667249304,-0.414325945227577
"PPP3R1",3.9280291528201,4.61884943949501,4.80797308747771,4.66572816319876,4.61379093754909,5.22996469686879,3.77203343133836,5.08371120364157,4.24559453667514,4.95247801503684,4.316102286969,4.18212813795191,4.79979189880804,4.61820341017208,4.69064057861569,4.911844949937,4.74102467189956,4.84914859902853,4.61924865843309,4.99536692765566,5.11419209173783,3.86046625851717,4.80690658644272,4.65312882444817
"MAGEA3",-2.56347993056466,4.79055832804323,6.0366505848586,-5.04231654816965,2.58153684511829,-0.234181834334562,5.71448182549956,6.37758016007857,4.12407994363635,6.38653507018475,0.207605533111348,-4.32703271384494,4.82583141043146,6.0460238810461,5.26606688734343,-3.84315090507374,5.92549153848203,4.85176403037758,2.2587480493019,6.01743870235743,5.69786276225371,5.66505730089622,5.60153013348857,-5.64011724532858
"APOL6",4.18939761608423,2.18307357621485,2.14456851766471,3.95175562702956,-1.49652913708834,2.64494991500553,3.6789620437952,-1.18909136021552,4.28200233371416,-0.351074440546879,2.13970850551166,4.12065882881553,4.61608122453978,0.900242752696529,4.04818386259183,1.47054207101929,1.95692275306678,2.22617864515296,-0.468401449710042,1.93809379620738,1.48704380011849,3.66159000082377,4.0895659450658,3.67979534670814
"HLA-DPB1",4.30024821572402,7.46785820336128,6.11573244088884,8.41355600401812,3.11706497259203,7.62975731305285,8.88948571096023,4.11733764882734,8.68792151207162,4.71909032504069,9.8513883225641,9.73901940845229,10.2025168985524,5.1251882013167,7.1108225740478,6.80216736196031,3.84823733569323,7.19414616483011,5.54578925629119,6.13417780614907,6.61588707391606,9.90771389906551,8.67529020560002,9.72115046842524
"ERVMER34-1",-1.76353309779133,-0.022500254003713,-6.4258314341933,-1.50028726148053,-7.06828051865916,-1.09318019436488,-2.77047606174185,-1.35902376299754,-3.2854177279173,-0.398912063146945,-2.83941019842137,-4.89557959920121,-3.10479666432239,-2.43857316560228,-3.35024880753671,-6.18207620209611,-1.40370980297172,-1.69753705233305,0.484447523233927,-4.60662861328702,-2.56928225099942,-2.26245513581501,-4.72946005430839,-3.80851416032688
"C14orf132",3.72065058439597,2.07094225501948,-1.35480007525418,-2.05519551574341,-0.167741872760611,2.04326400290793,-1.22993044477367,1.56077363918087,2.54889772018752,1.15160557620077,1.21296147449638,1.26404393906699,-0.822181685455306,0.87670749250909,-0.722584113893063,-2.97787227140193,2.29607557495289,0.948010193396677,2.16403642241121,1.54700061364931,-2.11783121065358,1.43974546227316,2.39296305607087,0.0682718219472072
"LTB",-1.69162048394576,3.35323859033755,1.78639980743847,5.79309474076833,-2.19878504471054,3.87506246816133,4.63606773428763,-0.807970001916993,4.73318619718322,-0.0262300459359766,7.94705828294672,3.79149112132661,4.53772471123525,0.497597038099585,3.87493463983779,0.767892050159279,-1.53967890623836,2.43918161861752,-1.02850757928638,-0.466036041845891,4.67076103984807,2.36332529283624,5.17376706773671,9.23728406580498
