"","Pt1","Pt2","Pt39","Pt82","Pt49","Pt85","Pt101","Pt47","Pt52","Pt67","Pt79","Pt98","Pt65","Pt90","Pt103","Pt17","Pt38","Pt48","Pt36","Pt46","Pt26","Pt106","Pt34"
"ADAMTS2",1.92336202627738,3.30128529322033,3.26879235805352,4.66664901428013,3.8986168383087,-1.62268553303397,-0.0666094886293501,4.10154268062048,3.19634238284025,0.586939116199888,0.910796884278846,1.71344567582782,2.77637020985921,1.23009133524143,2.63931025691895,4.67065188326223,2.84847243477191,2.7606676117986,6.64006823960728,4.14786211740788,0.655825505948985,4.0452137362802,3.00618210216769
"TMPRSS11E",-2.79268059237375,-6.09092974584329,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.76401718879817,-0.0167593144190582,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.35504113059611,3.78701615745113,-4.80369664186889,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.30791037851352,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"MMP2",4.66215917455129,7.41937894552811,6.91824155752271,5.64385914805001,7.30105722369877,9.85432245546683,3.4553960647477,8.04841017993746,5.9517622145172,4.94262924749046,6.17010342952877,3.21273552459499,6.8201143239405,7.90436700215558,8.28722923561612,7.36285676012042,7.93306254725692,5.50250665870331,10.3936915358072,9.29586109001796,5.56878444062899,7.53723136138443,8.09766668753068
"MT3",-0.295117538966999,-9.96578428466209,-9.96578428466209,-9.96578428466209,-0.697292677507259,0.400810448020018,-1.04600715410084,-2.9317949407314,-2.90511080101839,-0.752311511447067,-0.798971126671484,-9.96578428466209,-9.96578428466209,-3.68101773205264,-9.96578428466209,-9.96578428466209,-3.19250207385825,-9.96578428466209,-9.96578428466209,0.613422692830813,-9.96578428466209,-9.96578428466209,-0.425579075588408
"NID2",1.05076868815263,3.05582982569659,0.611101167456896,2.77635426302631,4.00354047765886,0.733233547484955,-0.476556957417554,4.57440544357615,2.86873944642704,-0.585257614304994,2.5184723013592,0.406457022360347,3.63723615640968,0.757928217500984,2.50800607204669,1.94895763498832,1.2386781595263,2.39488847620435,5.91295020676698,5.1674226239964,1.99092740955143,4.72271381067166,2.84609867831992
"PTHLH",-0.715121083533822,1.48901460884246,-3.73384089216014,-1.61181633360318,1.92064184758119,2.48091341360789,-2.24501228914151,5.53686111184693,-0.571648356285045,-0.11186459725852,-1.38757256726746,-1.28015694882047,1.31369760449976,5.64367973211976,-1.50724206724569,-1.3330156093061,-0.279223612455392,-2.80592979658357,5.0667285731679,0.337251964876826,-0.634928590687379,0.716375698605458,-0.62327297949124
"AURKA",4.66468483028715,4.63544906182153,3.4749106520794,3.90523729633569,2.41274771127795,3.57313031559164,3.9221544218762,3.21188141746659,3.49789133204124,1.97659260249642,5.31296053582526,2.99598821478299,5.00788296165504,4.38962393263547,0.857514568904603,3.90056690179264,4.54959237452711,1.03935340998902,2.0943496376702,1.85914793399298,2.44551113875358,4.28269816600867,2.02054305520814
"PIR",7.09636989422264,7.66228150791795,8.14146248356857,7.65018294150434,7.06940304859715,5.05041681476234,2.83359577596615,6.41615344191817,5.99698734994406,4.46331174613902,7.15887695729991,7.56810871683331,5.7909749398694,7.99251394326279,4.8125399354703,7.76268474854915,7.58510594919679,5.28361194499358,4.83293115405357,4.04065810471428,5.58120481493328,7.31965716162961,5.51275562215874
"TPX2",4.90098874909901,4.92601229547695,4.48636271636924,4.00315998871452,2.31883340848105,3.50410842508288,3.7654800498479,3.65579078409526,3.60707760886506,1.53665316040087,5.06015781485003,3.11833339810345,4.7741244248797,4.9867611835106,1.3152491350876,4.22025324902185,4.86520060948625,0.469744378844891,3.03767918979735,1.54110381577864,3.72075409882053,4.72166150420511,2.69977664157476
"DOCK9",4.125256595258,3.52824139538917,1.57121043771778,3.26039794428953,3.82541563949781,1.49757261403851,4.15715067722412,4.47421779783534,3.1858890681178,2.15483777595413,3.40639511091576,2.87315980511196,3.53823438159703,2.4646464835184,1.5176393254373,3.38090537566331,2.54703543316816,3.26739256342486,4.62794600238946,2.58886701718019,3.88515391084097,2.87746085156762,4.04451528341094
"SIGLEC1",3.28961239887418,4.40948872254848,-0.142190353565614,2.43666057196323,3.66234259439599,0.966852861387102,1.92219367658149,3.36936634182953,2.99428805301652,-0.484872008793324,0.827623352026398,1.85060966480081,2.1898026796085,2.4859949842451,3.08221759467762,0.604167001128448,0.0910816238802444,2.66996226290572,5.88932524392742,5.22181737635708,2.15868044685859,3.63573666318907,4.33642230614073
"CPXM1",2.90398905169271,3.41063084310012,4.20250621421807,0.613946596456891,4.62686027204905,-1.95346653366775,0.987695858303114,4.3650734673802,5.30119117449973,-0.099359276475781,3.94261427058665,1.80010563703985,3.84693038440171,0.167197257361557,5.04639936418207,3.0050587840434,0.448247339360223,0.321815272017822,6.73607223941549,6.88195850202786,1.76041149851736,5.93312427504708,4.00776529398882
"F11",-9.96578428466209,-9.96578428466209,-9.96578428466209,1.4435113842633,-9.96578428466209,-9.96578428466209,-9.96578428466209,-5.46918466074179,5.14422214376079,-1.86271897631575,-0.862816251362366,-4.49940968495335,-6.80445172196466,-9.96578428466209,-9.96578428466209,-3.44304021985123,-9.96578428466209,6.12866910778013,-9.96578428466209,-9.96578428466209,-6.51536222789448,-9.96578428466209,-9.96578428466209
"CHGB",-1.55830492427256,-1.12021867700228,5.49280417540083,-2.9089656667505,-3.68081111796615,-2.56454894147221,-1.30075546005345,-2.19541095522382,0.668064976129102,2.34503323120438,-4.10583125019279,1.94748260111322,-6.19771885052472,-5.2802994926225,-6.90855617968345,-4.2604082145129,0.872303743933765,-5.42605336730518,-1.99922830603851,-3.84736620368526,-6.21193419318487,-9.96578428466209,-3.62580961165482
"FXYD3",1.85869161125624,7.84484456775315,1.28139833784349,-3.52232032462035,-0.596415906798382,4.33153023670563,0.583481454279081,9.9170508742616,6.43339032296564,8.62838530706718,4.21929951656339,-2.36809394704759,5.26072778054235,5.39366804612517,7.20789907396635,-4.0786161818289,3.97631171455373,5.45729917793908,1.30489693810176,0.319901309546303,3.29808516793839,0.502032142615863,-0.0942530104813451
"GMIP",3.10510858080966,4.25647128854911,1.51114101377592,1.84908723269952,3.00939004667545,2.37548265045899,5.34924407454228,3.44351269891578,2.91416442930043,2.23218206987992,2.28664102596723,2.23814482051897,3.14546463720392,2.17457864414419,2.10270398287111,2.50831307012735,2.51401889093656,2.47786844300696,3.89757290923867,3.92009287386416,2.86967719359859,3.96230388101032,3.5502725549197
"BIRC5",5.08571954048485,4.78885100328454,4.79150567533127,4.29187492741118,2.22413587226313,3.67207662592285,3.86660789987937,3.90834215460329,3.0595329453752,1.49922186102865,4.43026100066539,2.9432320605738,5.17831188566066,5.6072990741595,2.85208494887077,3.30755934949682,4.40581290797454,-0.21898374426574,2.33458320259496,1.46339632870284,2.68046702913122,5.01983172532885,3.28995850742394
"LAG3",2.9305246389722,2.76794653155865,-9.96578428466209,1.78984723712681,2.80750056441283,-1.45970324010475,2.98297609382211,0.423464196731402,0.105603766416321,-0.390515694427497,0.900953207893019,0.612758094536829,1.71470099902789,2.15447673213889,1.56562418619545,-2.4379033282335,-1.02184087209513,1.23064118307837,-0.570513697229924,0.679213681972166,1.49101094663299,2.56855047029866,3.54131744484962
"ARHGAP4",3.67795129939589,3.28204283219244,2.58480665657807,3.18681341239199,4.4123066264222,1.00030809206846,6.63567686576649,3.4457955070782,3.99955901576622,0.827886293265906,3.44836813332546,2.09889416041564,4.94827596310765,2.58249572424993,4.82695383234709,0.524415746671283,3.8886183330401,2.19034999420311,4.82646734565152,4.58529786753894,2.1653141526939,4.30227233306675,3.7310383502156
"RGS1",5.66000328732116,4.38788998415719,-1.68309457612338,3.68710688639159,4.38200937688377,5.48787318019529,6.15071180040412,3.09730433913944,1.40504500552145,-0.0142583546962907,2.37918096889456,0.887505339958044,4.04176142135341,6.71313110518298,5.17520388402682,2.06152087827635,8.00868812361781,2.68573049742917,3.32381243504536,4.76167104454072,1.88528097085146,3.46913562053835,6.85643436231492
"LYZ",9.80298681968757,10.1338933877346,4.28958159876854,9.33916921376334,9.01649112562474,5.52523656011911,10.5092901559889,11.1630542579521,6.80765992721412,8.89558898814006,6.56443317059376,7.1136717033215,9.0819458803252,8.79299382111465,9.04125699618805,4.10381730311198,5.02269702268859,8.04385147511174,9.25045762460627,10.7423305974743,6.20546218945076,7.21573465309202,11.2547485795244
"FLT3LG",2.80681875706504,2.54372636019848,-1.18768845675323,1.28598939610641,2.76702648371729,1.08828766286209,5.06904169063561,2.32655827150303,1.72550605994986,0.832216786211732,2.60494769114022,1.08917086623514,1.99820122180736,0.815708045065857,3.44900415987954,-1.31271749842359,0.880243592729533,1.18266037776423,2.36511676150353,2.1353339371473,1.14801046827881,2.07597613776071,2.48394251308984
"DLL3",4.01922693649553,-0.203067459787119,5.15907994555109,4.88176542912266,1.87664622318434,1.8503401730312,-0.703173100096479,-1.12451591369158,2.2318473652736,-0.556867727865029,1.56419590787072,3.14300368464404,-2.18700786055565,0.516778628768725,-0.0274701256823372,2.32752147478488,0.881527913898093,-5.11656740732369,-9.96578428466209,-9.96578428466209,0.224822299195789,1.07220068998264,-2.75504705320025
"NLRC4",1.37998982993714,1.84236981315003,-0.575625744091081,0.709846454326232,0.639972960146562,0.537371892392971,1.34283473969677,2.47723124764789,0.915710661999996,-2.31340064164553,0.699961835300651,-0.162926038117077,0.4184013568421,0.505032720320224,0.370373668156601,-0.30670849509091,0.0237711525205618,0.686776270598428,2.75540019522556,2.50866481481826,-0.0985832985221657,0.480177689091292,2.14832978031453
"NRCAM",-2.12670806705907,2.28915427563475,2.14462689109896,-0.0545336811136581,2.9025276293792,6.07381650517543,0.361798394715868,5.65132836201394,2.78220767142128,0.755254506745478,-0.129300008923502,0.335147487654964,3.56802895752238,0.287080530973144,-1.28655123176066,1.2750341236185,5.89815069435207,1.42316100688844,0.865975461993609,0.311526390415197,1.63327052564515,-1.83078552182672,-0.48518332040963
"SLC26A4",2.44815996862855,-2.10239889644644,1.20846825313446,-1.13275708895614,0.45562246587787,1.14157444535866,-0.00364352649345742,3.72751062318314,4.10139373531569,-1.09658232042099,1.91298347262768,-1.29853627101066,0.894238874558624,0.572397998515982,-1.01292863430776,-2.38084555080893,-2.83553880080031,-1.44387567044982,-0.851306484416187,-1.97216059708404,-0.470278125060973,2.60785833471928,-4.38660861586894
"SEL1L3",4.12330755962202,2.84236741163071,-0.0505712378777389,3.43837769996598,4.90874199159899,1.25112653563075,6.66217704180661,2.90015624126282,5.31395175953847,5.40925098832645,2.44861909401197,1.88469042842998,3.84829149959402,3.6236794365765,3.86882666283126,3.53646200808679,0.78319175602785,4.22154918351628,4.83225595537318,5.00956164667787,2.34495801917475,2.24650062959351,5.45875097747184
"TF",-2.89211002108062,-1.75020339865634,3.50191589529886,8.32167145020584,5.30038502951008,1.29873015510475,2.12367728518407,4.6951229943361,11.9178265871302,1.42988352951948,6.44771964113874,-0.256931927694571,-0.331251010108176,7.0235616333549,-0.346116527780268,0.608457682546782,9.28760849904196,12.8702062231882,5.92580653601907,0.750223619417413,1.81826606611315,-0.0712784887304233,-2.65753568564867
"ESR1",0.683603403673885,0.370435051255536,-0.984395937839133,-0.262336668122908,0.832731985823186,-0.365527135404866,0.398668826775682,1.16036128125001,4.0948351357019,-2.77900348654122,-2.89173538735056,0.0177382826839958,-0.207300081520279,-1.00089431215044,-1.805541051667,-2.49008364614848,0.732492442554445,4.34082660722508,0.853839904320929,-0.506987871028995,-3.10474830773307,0.667505326511828,-0.356460181735657
"ANGPT2",0.260604861777678,1.55245417469278,3.82883695412748,0.199940743655051,2.32439597715107,1.84037173872831,1.85601342794126,2.65648368437314,1.53997278486531,-2.79332362744296,1.71563453272677,-1.45122626671691,2.59883358657277,0.485060590033846,-0.384076545486049,0.573871500413772,4.39597436700424,1.80887019125593,3.77673617400107,2.23008828206983,0.0776538199153355,2.0371501829767,1.50055928596116
"PSME1",8.01018132511662,7.87380712119846,5.17211648206981,7.31224448481345,7.82873387025054,8.10788869135694,8.4422165306166,7.53929945187843,7.14501549572679,6.77410906515005,7.4201014713694,6.87100712631278,9.16068093999409,7.07348284178006,7.54107995036105,6.35628674546635,7.25479274054492,6.9326787173514,7.27234305086968,7.39412135671316,7.42125977994881,7.61290377299799,7.96138023843156
"SEMA6A",3.00912613353342,5.62937589696494,5.27409583600581,5.37386447191346,3.22551573733792,1.23049078427004,1.92558169644372,3.57925756390594,2.56382080975245,2.85115615672217,4.55417621497977,4.9026222531444,4.72468786401598,4.86104540422455,1.11344869636405,3.98155415893377,4.64423243771098,2.82191504619377,2.17051555559133,0.961112254834903,4.49144832264242,4.88552418938371,0.864895201827561
"CAPN3",8.68660120161397,6.11516963558659,5.28413439006072,7.40208269751668,6.61276448528503,4.37310714391298,3.26187790184915,7.54721381809201,6.96353638786317,6.30986671766879,7.19080780164964,8.95271543162104,8.27152558056265,7.76332105372403,6.24226361262901,7.55409082306078,5.17945782227279,3.91807286143119,2.60036309528628,5.68642277305553,9.98801536439267,7.7515832213547,7.64570774825741
"COL9A3",1.18244090577968,5.41943807861691,3.0542260114417,1.20711948223441,1.3156082711845,0.982297031483289,1.09817689756339,5.18176035241072,4.69782732509584,-0.0246892639328805,0.984669234936626,0.897874016606346,2.90841025844485,0.276835370855296,1.56541060779261,1.77161607982068,0.642673100890601,1.10138009795431,-1.60142506935455,-1.06832595012793,0.323269621717659,1.09555685946416,-3.42265066082254
"TGFB2",-1.87539680367767,-1.3419490157428,4.4287905551104,0.305128675216728,1.0083126421855,4.06557565343739,-1.01666883452385,1.60872845948518,2.76689775996093,-1.10486020539973,2.68261291151022,-0.866298564308899,3.13606357230606,3.70949916499342,-0.742831463280028,-0.741996379364433,-0.223067087419389,0.398158979138075,3.61196445022031,1.53738838454661,0.0312018498938266,-0.58606670473485,0.753597555517343
"CDC6",5.26454552281349,4.60395459110457,4.50465841102872,4.5211336796639,2.16127426481263,3.14989312407974,3.1510782440401,3.50632952697103,3.64454714597346,1.09221364473632,4.5687397211644,2.46384742822845,5.11831475759362,4.32450399503772,1.74060234477647,3.38943747784473,4.3467314909178,0.778330575455259,2.55625638162876,0.139527264468968,3.25154523471487,5.30422994497774,2.16009938605205
"FMO2",2.30447419209914,2.26458526183834,-0.34023717700865,0.969152235084735,4.7628801831946,-4.91207462858418,2.58129192241025,0.714312691362165,3.24559574860672,0.536035245456753,1.33708759998358,-0.285162292630333,3.09826003398103,0.844972915614049,-0.0466957737728807,-0.739128954265692,-1.81678392923212,2.72132823913924,4.32899104947399,2.79900378542533,0.280693729765186,2.37757529523238,3.37510094112316
"PTGS1",2.63365517544283,3.9957816948452,-0.187169178228579,2.50065421153317,2.62905236510091,1.56628950320528,2.94570398774277,4.08484191727607,2.35707129478378,3.26637699413499,1.85446812589058,-0.0561418157232467,2.39644878260381,2.91236098703847,1.75214914113488,1.52918463275597,1.79589820660358,2.28776697476665,3.70934287656599,3.09988322363001,0.0800421991251401,1.92333732840852,4.2310725545626
"CRAT",3.32731895001768,2.84297003426944,1.13877727872771,3.52335498678309,3.33226319145038,3.51116087702684,2.43701596473868,3.46173554037399,4.87234372600375,3.7019363089625,3.78431853016625,2.67310525427869,4.03935125160671,3.34882463696462,3.23496282594671,4.07163821205034,3.25694527764087,4.7727160275424,4.78992081117399,3.47597345061934,1.68991798982116,3.7137578124638,2.91509214711158
"SEMA4G",2.73813384251603,0.750931069588357,1.37702027439046,1.44948222626199,0.18055126013973,1.89543618635803,2.33147867915601,1.54836052497035,3.80115807750132,3.27704300695271,2.97623271721761,1.17274304176034,1.58215810407314,0.687959849865402,-0.50946586291038,2.72854679393278,2.23482570621427,4.30984524058159,1.709989616068,-0.543972223652457,2.25473264095419,1.27298177363468,-1.21732043032899
"SORBS1",5.48476064671491,4.02781704804428,4.01250705258772,6.35416412991674,6.99747539018252,4.73639325074053,0.100171625569203,5.58502972372517,4.31173758699974,5.33873171831954,6.92101679751206,7.55081975564601,5.63841005961835,2.26923096521281,1.09963415223231,7.31214773512962,3.64448640115177,4.52854763018331,7.05165992621469,1.55070137432896,4.95347602207824,2.28684659930588,2.58796648687539
"IL11",-3.0205991352294,-2.07648591710123,-5.0085822917249,-4.02769657465941,-1.87429939942304,-1.08197349201102,-2.01565508294833,3.08082518835024,-1.58166401239554,-2.5774532030649,-3.3639027194162,-3.07076180843029,-0.73385304047059,1.28907313017487,-3.62392989808401,-3.6284903382752,-3.68938229153816,-2.40153724831206,-5.00769690171677,-2.62262451404022,-1.67497240500483,-4.85716193161671,-1.70649452638845
"MLN",-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.78878570608435,-9.96578428466209,-9.96578428466209,-9.96578428466209,-3.87729246944222,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"DSP",-3.48617631170028,0.661602178384386,-2.5403979540997,4.19420973160475,1.94652593879989,-4.92484123673403,1.63647428678581,0.943089971070097,3.55913157091455,4.59877037493765,4.24545797676774,-0.206308086576538,-2.06872437946579,3.83905207519263,1.70333006046284,-0.260229335275069,-2.8023262887815,4.12806234636827,-0.15150087822119,-1.08366435937599,-2.52474142277267,-3.68421259836261,-1.80664068728485
"IL12RB1",2.67577976801874,2.77133110235759,-2.70103797705225,1.50115587475655,3.14007310906268,-0.245683445136768,4.47375900004082,2.75362096980376,0.103548245004516,-1.1435525418867,1.33521962572787,0.447817920073806,2.65904695510207,1.80027996703983,1.73065958668172,-0.679461909493776,-0.78683570238945,0.97711952589825,1.34767729650675,2.74857087890848,0.395513051782841,2.16001836517822,3.37425230123451
"PCSK5",0.510754787602433,-0.0442803804496894,-0.560460645733456,-0.534458439080182,2.74801319550854,-0.724574188224982,0.442472845092993,1.72035315822121,0.807121887050646,-1.63977961942465,-1.01961816659104,-1.64792657587778,0.521516281991065,-0.252978614768023,-0.0275616504134963,0.291112099426008,2.06407008886991,0.331026830740715,3.62352660417691,2.91973143603989,-0.433140595315272,0.954722635526542,0.0575619628430929
"SCD",7.94767848252788,7.24815097464525,5.55592881898447,8.50794086294726,7.94463424169311,7.11210950963788,4.05673852919369,5.48612875254789,7.71323782695526,5.13191498050737,6.85021056331514,7.79411054867029,7.01173053571684,7.17349238770064,3.50287693380055,8.22503981930228,7.65493245358871,7.92544404061708,8.79912144352237,7.00786594107393,7.22418683316116,6.69154909285742,7.15428589468338
"NRP1",4.23455416790741,4.58690171354013,2.46800408318609,4.13719132214395,5.4787912778479,3.13554177459761,3.25332030517069,5.17683548877177,5.48926363049703,2.86819757630419,2.98505380139776,2.9522196942607,5.24209957886562,3.2142626878395,2.6869310604054,4.03009910234964,3.31241662632154,5.30012565504362,7.05554602130331,5.84250807994998,3.14273938710847,4.94933273635559,4.68448835055438
"TIMM13",5.90488664028426,5.17807247762965,5.57347284560455,5.27699005992717,5.04813899557348,5.47525719764087,4.99769317365711,4.9659731251053,5.25285342293548,4.33115553354566,5.59864097259911,6.28997196816129,4.31079274062318,6.03993469803171,6.01148300129553,5.5858612033859,5.66836778333325,3.51606334045672,5.10611297607835,5.0664641567941,5.14837283974469,5.94727841611519,4.77595715394509
"MMP11",2.92768729099914,3.74634161975016,1.15590150930818,2.83027347234889,2.97471847253245,3.24524700930794,1.97757099499126,6.0511139933604,2.74851960534951,0.121032341060507,4.28801830420979,2.41553155260629,7.93122571388005,2.3181929446466,5.19082047860215,2.52818932237502,1.99343061391874,1.55883176808387,2.87059808741175,4.91698807643572,1.31798466401842,6.02130788761137,5.06744160867679
"GGT5",2.4138752738641,3.53118307782699,0.71746502483918,3.13283756237947,3.88830934487591,-0.755747740438728,3.99347817858954,4.05049197569589,3.66373445045832,2.38400261823678,0.216268847396588,2.21966583358951,3.70112758699367,1.62805531811996,3.4450028153233,0.87675640162176,0.331556496788198,4.45645840625449,4.81602810992121,4.70506418653358,1.21186938411263,3.83042496474769,3.58585560075269
"GGT1",2.60134373271562,0.107563804056333,2.71724277241466,4.20764521068374,2.92649462098016,0.0373102796718376,3.33739946719119,1.79662096038501,3.04926465776115,4.11482417162711,0.834060132586411,2.21153255438188,1.56684023502208,1.79040071863085,1.36291255821085,3.81151098156911,-0.037077915949474,3.86506849496909,2.51182804789164,3.12625091570776,0.996392601031816,1.44752246467727,1.87029371429076
"LGALS2",2.85524954813233,3.56389766556054,-3.31383543151829,2.53674991725363,3.4160385335048,-9.96578428466209,6.09884721500785,2.3849104226666,2.0957199483153,2.1239671586008,-1.95353673203595,1.44347988385554,2.35047474359971,1.5160208316066,4.49301687586545,-9.96578428466209,-1.02805624341403,-0.469205748309531,2.14097403501962,1.28579401866526,1.92756094596499,0.646714088328778,3.11348339800899
"LGALS1",10.2218646852963,9.79332907105745,8.19138179869676,8.93882704459932,10.1900283774195,10.8024350379793,8.20580170361105,11.8252350119785,8.86807705199281,6.6178574851147,9.44598121597446,8.04591520171839,11.9356125523857,10.2999455963272,12.2286303028821,8.8525203790798,11.5035228725279,7.14706746851461,11.1025068537363,11.5679149376545,8.02983185313274,9.90924322641824,11.4919826952758
"HPS4",6.58442237587196,6.39406223833454,7.18434384808822,5.24556745281707,4.15838908652466,4.45918444094642,4.0519054787376,6.22706474298573,4.28034718264691,3.41214009194826,4.5550002324709,5.96067606567811,7.05044788260693,4.53886779570279,2.72776530946803,6.13445960533814,6.63879754508419,3.68602336701421,4.11284565312019,3.92194484180383,7.03282314361814,6.15512091413364,4.85741752302932
"PIK3IP1",4.07262349025526,4.34026610609759,3.15373646806753,3.13204694382691,4.47475862597323,1.1216913486779,6.23646960421341,3.87296714889142,3.3294881113355,3.11739167150353,3.18412049131188,3.63158486703829,4.64276361559489,2.66622007707802,4.03070885471453,3.20337033855491,3.62886913597059,3.4841101704421,5.10317972163695,6.00595046285348,4.16106383257292,3.82324855919222,6.167746619452
"TTC28",1.36171857402013,0.584869007701302,3.71711866680487,2.31115695875884,1.38329316455813,0.9456131980731,0.641683163323328,2.28003658135762,2.77108279987676,0.922498418818523,2.11734583488283,2.07821015505983,2.14666599955117,0.693766274041877,-1.04990484030509,3.96519990061331,1.78847736901584,1.39733227924299,2.98431609158525,1.12593367729771,3.00009731275714,1.92891764069417,0.621365515200152
"KDELR3",5.02190727481382,5.3641876165505,5.31359651681127,5.28154161397397,5.30111493293763,3.86594738308346,2.74602400358217,6.7239398871635,5.76835161071385,4.2056357414205,5.45150042701978,4.84943478549984,5.99270928819512,4.55824237409283,4.27514814759205,6.67233106008829,6.25115364728293,3.87558656840622,6.74454589125162,4.94226624566076,5.23814760717291,5.4081540623458,4.42534081714761
"TIMP3",5.74195799429668,6.97178403364857,6.82908586442483,6.79501825989508,7.09052204770389,8.53647011146874,5.23079151690467,8.81404499853077,8.44169478750314,4.08886860000885,6.46874649701442,5.27002173100433,7.76531004797133,4.60505583937736,4.55563960749005,5.51122534828746,6.36505354189993,5.93741745215292,7.75653509731278,6.64632223039581,7.08783436317986,6.94776229233906,7.01802799351744
"BIK",2.48731099689884,-1.69709010065605,0.838445608967712,-0.584908411914514,-0.766031949624636,-3.84428490684787,3.47423051654912,-3.05607722351873,-1.78566856676867,2.24002382126046,1.19436148766256,1.6956911475084,-0.932617325921092,-0.057589727795181,0.0667821830876585,-0.192264768235412,-9.96578428466209,-1.75884932879779,-3.57089286081672,-2.15375004103941,1.27286855689957,-3.05651404851854,0.410860602826208
"HMOX1",7.6809960259225,6.27626743444054,3.84517898553905,5.58022338013862,5.63619936774846,6.90786871502375,5.34069377979525,5.09556662944544,5.26136244098404,2.40479742686144,5.30495299208062,5.64028703979363,5.83235107443848,5.77289594830149,7.08252416557243,3.89354952536293,5.09698017786795,6.11738598048583,9.415928331264,9.92252074798417,2.76775711799515,6.41563534067631,8.36464506592763
